# Wordlist

# DATA
ID	DOCULECT	LANGUAGE_CORE	CONCEPT	TOKENS	FORM	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS	ALIGNMENT	COGID
9679	Chacobo		night	β a k i tʃ a	baquicha	3 7 1 7 1 7	AXBYBZ	BAKITA	7	7.B.C 7.A.V 7.K.C 7.I.V 7.T.C 7.A.V	2.0 1.5 1.75 1.3 1.75 0.8	βakitʃa	0	7882	β a k i tʃ a -	5854
10392	Araona		night	s i s a	sisa	3 7 3 7	AXBZ	SISA	2	2.S.C 2.I.V 2.S.C 2.A.V	2.0 1.5 1.75 0.8	sisa	0	7881	- s i s a	5849
10461	Kaxarari		night	j a m ɨ t a	yamɨˈta	6 7 4 7 1 7	AXBYBZ	JAMITA	13	13.J.C 13.A.V 13.M.C 13.I.V 13.T.C 13.A.V	2.0 1.5 1.75 1.3 1.75 0.8	jamɨta	0	7880	j a m ɨ t a	5848
#
537	EseEjja		no	a m a	-ama	7 4 7	XBZ	AMA	9	9.A.V 9.M.C 9.A.V	1.5 1.75 0.8	ama	0	7909	- a m a - - - - -	5871
966	HuarayoEseEjja		no	p a h a a	pahaa	1 7 3 7 7	AXBYZ	PAHAA	10	10.P.C 10.A.V 10.H.C 10.A.V 10.A.V	2.0 1.5 1.75 1.3 0.8	pahaa	0	7909	- - p a - h a a -	5880
967	HuarayoEseEjja		no	m i a	mia	4 7 7	AXZ	MIA	10	10.M.C 10.I.V 10.A.V	2.0 1.5 0.8	mia	0	7909	- - m i - - - a -	5893
1395	Cashibo		no	m a	-ma	4 7	AX	MA	4	4.M.C 4.A.V	2.0 1.5	ma	0	7909	- - m a - - - - -	5871
1864	Catuquina		no	j a m a	-yama-	6 7 4 7	AXBZ	JAMA	5	5.J.C 5.A.V 5.M.C 5.A.V	2.0 1.5 1.75 0.8	jama	0	7909	j a m a - - - - -	5875
2527	ShipiboConibo		no	m a	-ma	4 7	AX	MA	18	18.M.C 18.A.V	2.0 1.5	ma	1	7909	- - m a - - - - -	5871
2528	ShipiboConibo		no	j a m a	-yama	6 7 4 7	AXBZ	JAMA	18	18.J.C 18.A.V 18.M.C 18.A.V	2.0 1.5 1.75 0.8	jama	0	7909	j a m a - - - - -	5875
3078	Yaminahua		no	m a	ma	4 7	AX	MA	21	21.M.C 21.A.V	2.0 1.5	ma	0	7909	- - m a - - - - -	5871
3079	Yaminahua		no	m a	-ma	4 7	AX	MA	21	21.M.C 21.A.V	2.0 1.5	ma	1	7909	- - m a - - - - -	5871
3373	Amahuaca		no	m á/a k i	máqui	4 7 1 7	AXBZ	MAKI	1	1.M.C 1.A.V 1.K.C 1.I.V	2.0 1.5 1.75 0.8	má/aki	0	7909	- - m á/a - k - i -	5871
3374	Amahuaca		no	x i j á/a	jiyá	3 7 6 7	AXBZ	GIJA	1	1.G.C 1.I.V 1.J.C 1.A.V	2.0 1.5 1.75 0.8	xijá/a	0	7913	x i j á/a	5892
3828	Capanahua		no	m a	ma	4 7	AX	MA	3	3.M.C 3.A.V	2.0 1.5	ma	1	7909	- - m a - - - - -	5871
4807	Moseten		no	h a m	'ham	3 7 4	AXN	HAM	15	15.H.C 15.A.V 15.M.c	2.0 1.5 0.8	ham	0	7909	h a m - - - - - -	5885
4808	Movima		no	k a + ʔ i	ka-ʔi	1 7 9 1 7	AX_AX	KA_HI	16	16.K.C 16.A.V 16._._ 16.H.C 16.I.V	2.0 1.5 0.0 2.0 1.5	ka+ʔi	0	7909 7911	k a - - - - - - - + ʔ i	5886
5690	Matses		no	p a d ɛ n k i o	padenquio	1 7 1 7 4 1 7 7	AXBYMBYZ	PATENKIU	14	14.P.C 14.A.V 14.T.C 14.E.V 14.N.c 14.K.C 14.I.V 14.U.V	2.0 1.5 1.75 1.3 1.1 1.75 1.3 0.8	padɛnkio	0	7910	p a d ɛ n k i o	5884
6265	Sharanahua		no	m a	ma	4 7	AX	MA	17	17.M.C 17.A.V	2.0 1.5	ma	0	7909	- - m a - - - - -	5871
6578	Kakataibo		no	a m a	ama	7 4 7	XBZ	AMA	12	12.A.V 12.M.C 12.A.V	1.5 1.75 0.8	ama	0	7909	- a m a - - - - -	5871
7010	Isconahua		no	a i m a i	aimai	7 7 4 7 7	XYBYZ	AIMAI	11	11.A.V 11.I.V 11.M.C 11.A.V 11.I.V	1.5 1.3 1.75 1.3 0.8	aimai	0	7909	a i m a - - - i -	5881
7011	Isconahua		no	a i m a k i n	aimakin	7 7 4 7 1 7 4	XYBYBYN	AIMAKIN	11	11.A.V 11.I.V 11.M.C 11.A.V 11.K.C 11.I.V 11.N.c	1.5 1.3 1.75 1.3 1.75 1.3 0.8	aimakin	0	7909	a i m a - k - i n	5881
7485	Chipaya		no	a n a	ana	7 4 7	XBZ	ANA	8	8.A.V 8.N.C 8.A.V	1.5 1.75 0.8	ana	0	7909	- a n a - - - - -	5878
8266	Cavinena		no	a m a	ama	7 4 7	XBZ	AMA	6	6.A.V 6.M.C 6.A.V	1.5 1.75 0.8	ama	0	7909	- a m a - - - - -	5871
8929	Tacana		no	m a w e	mahue	4 7 6 7	AXBZ	MAWE	19	19.M.C 19.A.V 19.W.C 19.E.V	2.0 1.5 1.75 0.8	mawe	0	7909	- - m a - w - e -	5889
9344	Tsimane		no	h e dʲ e ʔ dʲ e	jedye’dye	3 7 1 7 1 1 7	AXBYMBZ	HETEHTE	20	20.H.C 20.E.V 20.T.C 20.E.V 20.H.c 20.T.C 20.E.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	hedʲeʔdʲe	0	7912	h e dʲ e ʔ dʲ e	5890
10066	Chacobo		no	j a m a	yama	6 7 4 7	AXBZ	JAMA	7	7.J.C 7.A.V 7.M.C 7.A.V	2.0 1.5 1.75 0.8	jama	0	7909	j a m a - - - - -	5875
10330	Araona		no	m á/a e s a	máesa	4 7 7 3 7	AXYBZ	MAESA	2	2.M.C 2.A.V 2.E.V 2.S.C 2.A.V	2.0 1.5 1.3 1.75 0.8	má/aesa	0	7909	- - m á/a e s - a -	5872
10499	Kaxarari		no	m a	-ma	4 7	AX	MA	13	13.M.C 13.A.V	2.0 1.5	ma	0	7909	- - m a - - - - -	5871
10500	Kaxarari		no	m a ʔ a	maʔa	4 7 1 7	AXBZ	MAHA	13	13.M.C 13.A.V 13.H.C 13.A.V	2.0 1.5 1.75 0.8	maʔa	0	7909	- - m a - ʔ - a -	5871
#
159	EseEjja		nose	e w i ʔ	e'wiʔ	7 6 7 1	XBYN	EWIH	9	9.E.V 9.W.C 9.I.V 9.H.c	1.5 1.75 1.3 0.8	ewiʔ	0	7939	- e w i ʔ	5902
1100	Cashibo		nose	r ɨ k ĩ	rɨ'kĩ	5 7 1 7	AXBZ	RIKI	4	4.R.C 4.I.V 4.K.C 4.I.V	2.0 1.5 1.75 0.8	rɨkĩ	0	7938	r ɨ - - k ĩ - -	5894
1547	Catuquina		nose	r ɨ k ĩ	rɨkĩ	5 7 1 7	AXBZ	RIKI	5	5.R.C 5.I.V 5.K.C 5.I.V	2.0 1.5 1.75 0.8	rɨkĩ	0	7938	r ɨ - - k ĩ - -	5894
2057	ShipiboConibo		nose	r ɨ + k ĩ	rɨ-kĩ	5 7 9 1 7	AX_AX	RI_KI	18	18.R.C 18.I.V 18._._ 18.K.C 18.I.V	2.0 1.5 0.0 2.0 1.5	rɨ+kĩ	0	7938 7941	r ɨ - - - - - - + - - k ĩ	5896
2058	ShipiboConibo		nose	r ɨ	rɨ-	5 7	AX	RI	18	18.R.C 18.I.V	2.0 1.5	rɨ	0	7938	r ɨ - - - - - -	5896
2711	Yaminahua		nose	r ɨ + tʃ o k o	rɨ-čoko	5 7 9 1 7 1 7	AX_AXBZ	RI_TUKU	21	21.R.C 21.I.V 21._._ 21.T.C 21.U.V 21.K.C 21.U.V	2.0 1.5 0.0 2.0 1.5 1.75 0.8	rɨ+tʃoko	0	7938 7941	r ɨ - - - - - - + tʃ o k o	5912
3336	Amahuaca		nose	r ɯ k i n	rúquin	5 7 1 7 4	AXBYN	RIKIN	1	1.R.C 1.I.V 1.K.C 1.I.V 1.N.c	2.0 1.5 1.75 1.3 0.8	rɯkin	0	7938	r ɯ - - k i n -	5894
4059	Capanahua		nose	r ɨ	requin	5 7	AX	RI	3	3.R.C 3.I.V	2.0 1.5	rɨ	0	7938	r ɨ - - - - - -	5896
4809	Moseten		nose	h o i	'hoi	3 7 7	AXZ	HUI	15	15.H.C 15.U.V 15.I.V	2.0 1.5 0.8	hoi	0	7939	h o - i -	5906
4810	Movima		nose	ɓ a tʃ i + kʷ a	ɓači-kʷa	1 7 1 7 9 1 7	AXBZ_AX	PATI_KA	16	16.P.C 16.A.V 16.T.C 16.I.V 16._._ 16.K.C 16.A.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	ɓatʃi+kʷa	0	7940 7941	- - ɓ - a tʃ i + - - kʷ a	5907
5481	Matses		nose	d ɨ b i a t ɛ	dëbiate	1 7 1 7 7 1 7	AXBYYBZ	TIPIATE	14	14.T.C 14.I.V 14.P.C 14.I.V 14.A.V 14.T.C 14.E.V	2.0 1.5 1.75 1.3 1.3 1.75 0.8	dɨbiatɛ	0	7940	d ɨ b i a t ɛ	5905
5974	Sharanahua		nose	r ɯ tʃ o k o	ruchoco	5 7 1 7 1 7	AXBYBZ	RITUKU	17	17.R.C 17.I.V 17.T.C 17.U.V 17.K.C 17.U.V	2.0 1.5 1.75 1.3 1.75 0.8	rɯtʃoko	0	7938	r ɯ tʃ o k o - -	5908
6579	Kakataibo		nose	ɾ ɨ k i n	rëkin	5 7 1 7 4	AXBYN	RIKIN	12	12.R.C 12.I.V 12.K.C 12.I.V 12.N.c	2.0 1.5 1.75 1.3 0.8	ɾɨkin	0	7938	ɾ ɨ - - k i n -	5894
7012	Isconahua		nose	ɾ ɨ n k i n	renkin	5 7 4 1 7 4	AXMBYN	RINKIN	11	11.R.C 11.I.V 11.N.c 11.K.C 11.I.V 11.N.c	2.0 1.5 1.1 1.75 1.3 0.8	ɾɨnkin	0	7938	ɾ ɨ n - k i n -	5894
7684	Chipaya		nose	o z a	oza	7 3 7	XBZ	USA	8	8.U.V 8.S.C 8.A.V	1.5 1.75 0.8	oza	0	7938	- o - - z a - -	5901
8249	Cavinena		nose	w i k a n i	-wikani	6 7 1 7 4 7	AXBYBZ	WIKANI	6	6.W.C 6.I.V 6.K.C 6.A.V 6.N.C 6.I.V	2.0 1.5 1.75 1.3 1.75 0.8	wikani	0	7938	w i - - k a n i	5899
8794	Tacana		nose	e + w i	e-hui	7 9 6 7	X_AX	E_WI	19	19.E.V 19._._ 19.W.C 19.I.V	1.5 0.0 2.0 1.5	e+wi	0	7942 7939	e + - - w i -	5910
9388	Tsimane		nose	h ɨ̃ i h	júij	3 7 7 3	AXYN	HIIH	20	20.H.C 20.I.V 20.I.V 20.H.c	2.0 1.5 1.3 0.8	hɨ̃ih	0	7939	h ɨ̃ - i h	5906
9994	Chacobo		nose	r ɨ ʂ a k i	rëxaqui	5 7 3 7 1 7	AXBYBZ	RISAKI	7	7.R.C 7.I.V 7.S.C 7.A.V 7.K.C 7.I.V	2.0 1.5 1.75 1.3 1.75 0.8	rɨʂaki	0	7938	r ɨ ʂ a k i - -	5900
10218	Araona		nose	e w i	ehui	7 6 7	XBZ	EWI	2	2.E.V 2.W.C 2.I.V	1.5 1.75 0.8	ewi	0	7939	- e w i -	5895
#
3354	Amahuaca		not	x i j á/a	jiyá	3 7 6 7	AXBZ	GIJA	1	1.G.C 1.I.V 1.J.C 1.A.V	2.0 1.5 1.75 0.8	xijá/a	1	7963	x i j á/a	5913
3355	Amahuaca		not	j a m á/a	yamá	6 7 4 7	AXBZ	JAMA	1	1.J.C 1.A.V 1.M.C 1.A.V	2.0 1.5 1.75 0.8	jamá/a	0	7964	j a - m á/a - - -	5916
3827	Capanahua		not	m a	ma	4 7	AX	MA	3	3.M.C 3.A.V	2.0 1.5	ma	1	7964	- - - m a - - -	5914
7174	Kakataibo		not	a m a	ama	7 4 7	XBZ	AMA	12	12.A.V 12.M.C 12.A.V	1.5 1.75 0.8	ama	1	7964	- a - m a - - -	5916
7290	Matses		not	p a d a	pada	1 7 1 7	AXBZ	PATA	14	14.P.C 14.A.V 14.T.C 14.A.V	2.0 1.5 1.75 0.8	pada	1	7965	p a d a	5920
7341	Sharanahua		not	m a	ma	4 7	AX	MA	17	17.M.C 17.A.V	2.0 1.5	ma	1	7964	- - - m a - - -	5914
7382	Chipaya		not	a n a	ana	7 4 7	XBZ	ANA	8	8.A.V 8.N.C 8.A.V	1.5 1.75 0.8	ana	1	7964	- a - n a - - -	5917
7946	Isconahua		not	a i m a i	aimai	7 7 4 7 7	XYBYZ	AIMAI	11	11.A.V 11.I.V 11.M.C 11.A.V 11.I.V	1.5 1.3 1.75 1.3 0.8	aimai	1	7964	- a i m a - i -	5918
7947	Isconahua		not	a i m a k i n	aimakin	7 7 4 7 1 7 4	XYBYBYN	AIMAKIN	11	11.A.V 11.I.V 11.M.C 11.A.V 11.K.C 11.I.V 11.N.c	1.5 1.3 1.75 1.3 1.75 1.3 0.8	aimakin	1	7964	- a i m a k i n	5918
8056	Tacana		not	m a w e	mahue	4 7 6 7	AXBZ	MAWE	19	19.M.C 19.A.V 19.W.C 19.E.V	2.0 1.5 1.75 0.8	mawe	1	7964	- - - m a w e -	5922
8140	Chacobo		not	j a m a	yama	6 7 4 7	AXBZ	JAMA	7	7.J.C 7.A.V 7.M.C 7.A.V	2.0 1.5 1.75 0.8	jama	1	7964	j a - m a - - -	5916
8141	Chacobo		not	m a	ma	4 7	AX	MA	7	7.M.C 7.A.V	2.0 1.5	ma	0	7964	- - - m a - - -	5914
8187	Araona		not	m i	mi	4 7	AX	MI	2	2.M.C 2.I.V	2.0 1.5	mi	1	7964	- - - m i - - -	5914
9406	Tsimane		not	m i h a m	mijam	4 7 3 7 4	AXBYN	MIHAM	20	20.M.C 20.I.V 20.H.C 20.A.V 20.M.c	2.0 1.5 1.75 1.3 0.8	miham	0	7964	- - - m i h a m	5923
#
452	EseEjja		now	x e j a w a	xeyawa	3 7 6 7 6 7	AXBYBZ	GEJAWA	9	9.G.C 9.E.V 9.J.C 9.A.V 9.W.C 9.A.V	2.0 1.5 1.75 1.3 1.75 0.8	xejawa	0	7981	x e j a w a	5932
453	EseEjja		now	x e j a	xeya	3 7 6 7	AXBZ	GEJA	9	9.G.C 9.E.V 9.J.C 9.A.V	2.0 1.5 1.75 0.8	xeja	0	7981	x e j - - a	5932
905	HuarayoEseEjja		now	x e j a + w a	xeya-wa	3 7 6 7 9 6 7	AXBZ_AX	GEJA_WA	10	10.G.C 10.E.V 10.J.C 10.A.V 10._._ 10.W.C 10.A.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	xeja+wa	0	7981 7980	x e j - - a + w a - -	5932
1335	Cashibo		now	β ɨ r i	βɨ'ri	3 7 5 7	AXBZ	BIRI	4	4.B.C 4.I.V 4.R.C 4.I.V	2.0 1.5 1.75 0.8	βɨri	0	7980	β ɨ r i	5927
1800	Catuquina		now	r a m a	rama	5 7 4 7	AXBZ	RAMA	5	5.R.C 5.A.V 5.M.C 5.A.V	2.0 1.5 1.75 0.8	rama	0	7979	r a - - - - m a	5928
2418	ShipiboConibo		now	r a m a	rama	5 7 4 7	AXBZ	RAMA	18	18.R.C 18.A.V 18.M.C 18.A.V	2.0 1.5 1.75 0.8	rama	0	7979	r a - - - - m a	5928
3001	Yaminahua		now	i s k a r a t ĩ a	iskaratĩa	7 3 1 7 5 7 1 7 7	XMBYBYBYZ	ISKARATIA	21	21.I.V 21.S.c 21.K.C 21.A.V 21.R.C 21.A.V 21.T.C 21.I.V 21.A.V	1.5 1.1 1.75 1.3 1.75 1.3 1.75 1.3 0.8	iskaratĩa	0	7982	i s k a r a t ĩ a	5941
3409	Amahuaca		now	k a n ó/o n	canón	1 7 4 7 4	AXBYN	KANUN	1	1.K.C 1.A.V 1.N.C 1.U.V 1.N.c	2.0 1.5 1.75 1.3 0.8	kanó/on	0	7978	k a n - - ó/o n -	5924
3829	Capanahua		now	m a	ma	4 7	AX	MA	3	3.M.C 3.A.V	2.0 1.5	ma	0	7979	- - - - - - m a	5926
3830	Capanahua		now	r a ʔ m a	rahma	5 7 1 4 7	AXBCZ	RAHMA	3	3.R.C 3.A.V 3.H.C 3.M.C 3.A.V	2.0 1.5 1.75 1.5 0.8	raʔma	0	7979	r a ʔ - - - m a	5928
3831	Capanahua		now	s k a	sca	3 1 7	ACZ	SKA	3	3.S.C 3.K.C 3.A.V	2.0 1.5 0.8	ska	0	7982	- s - - - - k - a	5948
4811	Moseten		now	kʰ i n	khin	1 7 4	AXN	KIN	15	15.K.C 15.I.V 15.N.c	2.0 1.5 0.8	kʰin	0	7978	kʰ i n - - - - -	5936
4812	Movima		now	a l + k a + β a	al-ka-βa	7 5 9 1 7 9 3 7	XN_AX_AX	AL_KA_BA	16	16.A.V 16.L.c 16._._ 16.K.C 16.A.V 16._._ 16.B.C 16.A.V	1.5 0.8 0.0 2.0 1.5 0.0 2.0 1.5	al+ka+βa	0	7984 7978 7980	a l + k a - - - - - - + β a - -	5937
5482	Matses		now	n ɨ	në	4 7	AX	NI	14	14.N.C 14.I.V	2.0 1.5	nɨ	0	7983	n ɨ - -	5935
5483	Matses		now	n ɨ b i	nëbi	4 7 1 7	AXBZ	NIPI	14	14.N.C 14.I.V 14.P.C 14.I.V	2.0 1.5 1.75 0.8	nɨbi	1	7983	n ɨ b i	5935
5975	Sharanahua		now	m a n	man	4 7 4	AXN	MAN	17	17.M.C 17.A.V 17.N.c	2.0 1.5 0.8	man	1	7978	m a n - - - - -	5926
5976	Sharanahua		now	n a n t i a n	nantian	4 7 4 1 7 7 4	AXMBYYN	NANTIAN	17	17.N.C 17.A.V 17.N.c 17.T.C 17.I.V 17.A.V 17.N.c	2.0 1.5 1.1 1.75 1.3 1.3 0.8	nantian	0	7978	n a n t i a n -	5947
6580	Kakataibo		now	β̞ ɨ ɾ i	bërí	3 7 5 7	AXBZ	BIRI	12	12.B.C 12.I.V 12.R.C 12.I.V	2.0 1.5 1.75 0.8	β̞ɨɾi	0	7980	β̞ ɨ ɾ i	5927
7486	Chipaya		now	a n z i	anzi	7 4 3 7	XMBZ	ANSI	8	8.A.V 8.N.c 8.S.C 8.I.V	1.5 1.1 1.75 0.8	anzi	0	7978	- a n z - i - -	5931
7487	Chipaya		now	a n tʃʰ a	anchha	7 4 1 7	XMBZ	ANTA	8	8.A.V 8.N.c 8.T.C 8.A.V	1.5 1.1 1.75 0.8	antʃʰa	0	7978	- a n tʃʰ - a - -	5944
8404	Cavinena		now	i j a h a	iyaja	7 6 7 3 7	XBYBZ	IJAHA	6	6.I.V 6.J.C 6.A.V 6.H.C 6.A.V	1.5 1.75 1.3 1.75 0.8	ijaha	0	7981	- i j a h a	5929
8405	Cavinena		now	r i j a k a m a	riyakama	5 7 6 7 1 7 4 7	AXBYBYBZ	RIJAKAMA	6	6.R.C 6.I.V 6.J.C 6.A.V 6.K.C 6.A.V 6.M.C 6.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	rijakama	0	7979	r i j a k a m a	5929
8919	Tacana		now	x i a w e	jiahue	3 7 7 6 7	AXYBZ	GIAWE	19	19.G.C 19.I.V 19.A.V 19.W.C 19.E.V	2.0 1.5 1.3 1.75 0.8	xiawe	0	7981	x i - a w e	5940
9813	Chacobo		now	h a β o k i	jaboqui	3 7 3 7 1 7	AXBYBZ	HABUKI	7	7.H.C 7.A.V 7.B.C 7.U.V 7.K.C 7.I.V	2.0 1.5 1.75 1.3 1.75 0.8	haβoki	0	7982	- h - a β o k - i	5930
10146	Araona		now	b e d a d a	bedada	1 7 1 7 1 7	AXBYBZ	PETATA	2	2.P.C 2.E.V 2.T.C 2.A.V 2.T.C 2.A.V	2.0 1.5 1.75 1.3 1.75 0.8	bedada	0	7978	b e - d - a d a	5925
#
450	EseEjja		old	t i i	-tii	1 7 7	AXZ	TII	9	9.T.C 9.I.V 9.I.V	2.0 1.5 0.8	tii	1	8009	- t i i	5957
451	EseEjja		old	tʃ i i	-čii	1 7 7	AXZ	TII	9	9.T.C 9.I.V 9.I.V	2.0 1.5 0.8	tʃii	0	8009	- tʃ i i	5957
904	HuarayoEseEjja		old	e + tʃ i i	e-čii	7 9 1 7 7	X_AXZ	E_TII	10	10.E.V 10._._ 10.T.C 10.I.V 10.I.V	1.5 0.0 2.0 1.5 0.8	e+tʃii	1	8010 8009	e + - tʃ i i	5957
1334	Cashibo		old	ʂ ɨ n i	ṣ̌ɨni	3 7 4 7	AXBZ	SINI	4	4.S.C 4.I.V 4.N.C 4.I.V	2.0 1.5 1.75 0.8	ʂɨni	1	8007	ʂ ɨ n - - i	5952
1799	Catuquina		old	ʃ ɨ n i + r a	šɨni-ra	3 7 4 7 9 5 7	AXBZ_AX	SINI_RA	5	5.S.C 5.I.V 5.N.C 5.I.V 5._._ 5.R.C 5.A.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	ʃɨni+ra	1	8007 8008	ʃ ɨ n - - i + r a - - - - -	5952
2415	ShipiboConibo		old	j o s i	yosi	6 7 3 7	AXBZ	JUSI	18	18.J.C 18.U.V 18.S.C 18.I.V	2.0 1.5 1.75 0.8	josi	1	8007	j o s i - -	5965
2416	ShipiboConibo		old	p a j o	payo	1 7 6 7	AXBZ	PAJU	18	18.P.C 18.A.V 18.J.C 18.U.V	2.0 1.5 1.75 0.8	pajo	0	8008	p a j - - - o	5975
2417	ShipiboConibo		old	j o s i + ʃ o k o	yosi-šoko	6 7 3 7 9 3 7 1 7	AXBZ_AXBZ	JUSI_SUKU	18	18.J.C 18.U.V 18.S.C 18.I.V 18._._ 18.S.C 18.U.V 18.K.C 18.U.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	josi+ʃoko	0	8007 8011	j o s i - - + ʃ o k o	5965
3000	Yaminahua		old	ʂ i n i	ṣ̌ini	3 7 4 7	AXBZ	SINI	21	21.S.C 21.I.V 21.N.C 21.I.V	2.0 1.5 1.75 0.8	ʂini	1	8007	ʂ i n - - i	5952
3343	Amahuaca		old	ʂ ɯ n í/i	xuní	3 7 4 7	AXBZ	SINI	1	1.S.C 1.I.V 1.N.C 1.I.V	2.0 1.5 1.75 0.8	ʂɯní/i	0	8007	ʂ ɯ n - - í/i	5952
4192	Capanahua		old	ʂ ɨ n i	xeni	3 7 4 7	AXBZ	SINI	3	3.S.C 3.I.V 3.N.C 3.I.V	2.0 1.5 1.75 0.8	ʂɨni	1	8007	ʂ ɨ n - - i	5952
4193	Capanahua		old	p a ʂ t ɨ	paxte	1 7 3 1 7	AXMBZ	PASTI	3	3.P.C 3.A.V 3.S.c 3.T.C 3.I.V	2.0 1.5 1.1 1.75 0.8	paʂtɨ	0	8008	p a - - ʂ t ɨ	5970
4813	Moseten		old	i ʃ o	'išo	7 3 7	XBZ	ISU	15	15.I.V 15.S.C 15.U.V	1.5 1.75 0.8	iʃo	0	8007	- i ʃ o - -	5950
4814	Movima		old	ɓ i + h au	ɓi-hau	1 7 9 3 7	AX_AX	PI_HA	16	16.P.C 16.I.V 16._._ 16.H.C 16.A.V	2.0 1.5 0.0 2.0 1.5	ɓi+hau	0	8008 8007	ɓ i - - - - - + h au - - - -	5963
5484	Matses		old	ʂ ɨ n i	ʂëni	3 7 4 7	AXBZ	SINI	14	14.S.C 14.I.V 14.N.C 14.I.V	2.0 1.5 1.75 0.8	ʂɨni	0	8007	ʂ ɨ n - - i	5952
5485	Matses		old	ts u s i o	tsusio	2 7 3 7 7	AXBYZ	CYSIU	14	14.C.C 14.Y.V 14.S.C 14.I.V 14.U.V	2.0 1.5 1.75 1.3 0.8	tsusio	1	8007	ts u s i - o	5973
5979	Sharanahua		old	f u n a m a	funama	3 7 4 7 4 7	AXBYBZ	BYNAMA	17	17.B.C 17.Y.V 17.N.C 17.A.V 17.M.C 17.A.V	2.0 1.5 1.75 1.3 1.75 0.8	funama	0	8007	f u n a m a	5960
5980	Sharanahua		old	ʂ ɯ n i	shuni	3 7 4 7	AXBZ	SINI	17	17.S.C 17.I.V 17.N.C 17.I.V	2.0 1.5 1.75 0.8	ʂɯni	1	8007	ʂ ɯ n - - i	5952
6581	Kakataibo		old	β̞ ɨ ɾ a m a	bëráma	3 7 5 7 4 7	AXBYBZ	BIRAMA	12	12.B.C 12.I.V 12.R.C 12.A.V 12.M.C 12.A.V	2.0 1.5 1.75 1.3 1.75 0.8	β̞ɨɾama	0	8007	β̞ ɨ ɾ a m a	5960
6582	Kakataibo		old	ʂ ɨ n i	xëni	3 7 4 7	AXBZ	SINI	12	12.S.C 12.I.V 12.N.C 12.I.V	2.0 1.5 1.75 0.8	ʂɨni	1	8007	ʂ ɨ n - - i	5952
7013	Isconahua		old	h ɨ n i	heni	3 7 4 7	AXBZ	HINI	11	11.H.C 11.I.V 11.N.C 11.I.V	2.0 1.5 1.75 0.8	hɨni	0	8007	h ɨ n - - i	5952
7475	Chipaya		old	a tʃ i	achi	7 1 7	XBZ	ATI	8	8.A.V 8.T.C 8.I.V	1.5 1.75 0.8	atʃi	0	8009	a tʃ i -	5956
8171	Araona		old	e s i	esi	7 3 7	XBZ	ESI	2	2.E.V 2.S.C 2.I.V	1.5 1.75 0.8	esi	1	8007	- e s i - -	5950
8172	Araona		old	p o i s a	poísa	1 7 7 3 7	AXYBZ	PUISA	2	2.P.C 2.U.V 2.I.V 2.S.C 2.A.V	2.0 1.5 1.3 1.75 0.8	poisa	1	8008	p o - i s - a	5969
8367	Cavinena		old	e s i r i	esiri	7 3 7 5 7	XBYBZ	ESIRI	6	6.E.V 6.S.C 6.I.V 6.R.C 6.I.V	1.5 1.75 1.3 1.75 0.8	esiri	0	8007	- e s i r i	5954
8848	Tacana		old	e + ð i	e-dhi	7 9 3 7	X_AX	E_DI	19	19.E.V 19._._ 19.D.C 19.I.V	1.5 0.0 2.0 1.5	e+ði	0	8010 8007	e + ð i - - - -	5966
9485	Tsimane		old	pʰ ɨ r e h	p̂urej	1 7 5 7 3	AXBYN	PIREH	20	20.P.C 20.I.V 20.R.C 20.E.V 20.H.c	2.0 1.5 1.75 1.3 0.8	pʰɨreh	0	8008	pʰ ɨ r e h - -	5967
10013	Chacobo		old	s i r i	siri	3 7 5 7	AXBZ	SIRI	7	7.S.C 7.I.V 7.R.C 7.I.V	2.0 1.5 1.75 0.8	siri	1	8007	- - s i r i	5954
10293	Araona		old	h a n a w a	janahua	3 7 4 7 6 7	AXBYBZ	HANAWA	2	2.H.C 2.A.V 2.N.C 2.A.V 2.W.C 2.A.V	2.0 1.5 1.75 1.3 1.75 0.8	hanawa	1	8007	h a n a w a	5976
#
77	EseEjja		old man	d e x a + t i i	e-dexa-tii	1 7 3 7 9 1 7 7	AXBZ_AXZ	TEGA_TII	9	9.T.C 9.E.V 9.G.C 9.A.V 9._._ 9.T.C 9.I.V 9.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 0.8	dexa+tii	0	8042 8044	d e x - - - - a + t i - i	5983
631	HuarayoEseEjja		old man	e + tʃ i i	e-čii	7 9 1 7 7	X_AXZ	E_TII	10	10.E.V 10._._ 10.T.C 10.I.V 10.I.V	1.5 0.0 2.0 1.5 0.8	e+tʃii	0	8045 8044	e + tʃ i - i	5984
1035	Cashibo		old man	ʂ ɨ n i	ṣ̌ɨni	3 7 4 7	AXBZ	SINI	4	4.S.C 4.I.V 4.N.C 4.I.V	2.0 1.5 1.75 0.8	ʂɨni	0	8042	ʂ ɨ n i - - - -	5979
