# Wordlist

# DATA
ID	DOCULECT	CONCEPT	SEGMENTS	FORM	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGID
10750	Sharanahua	meat	n a m i	nami	4 7 4 7	AXBZ	NAMI	37	37.N.C 37.A.V 37.M.C 37.I.V	2.0 1.5 1.75 0.8	nami	0	3740
11152	Kakataibo	meat	n a m i	nami	4 7 4 7	AXBZ	NAMI	17	17.N.C 17.A.V 17.M.C 17.I.V	2.0 1.5 1.75 0.8	nami	1	3740
11607	Isconahua	meat	n a m i	nami	4 7 4 7	AXBZ	NAMI	15	15.N.C 15.A.V 15.M.C 15.I.V	2.0 1.5 1.75 0.8	nami	0	3740
#
632	RemoBlanco	medicine	r au	rau	5 7	AX	RA	32	32.R.C 32.A.V	2.0 1.5	rau	0	3748
1673	Cavinena	medicine	e s a m a k i	e-sama-ki	7 3 7 4 7 1 7	XBYBYBZ	ESAMAKI	8	8.E.V 8.S.C 8.A.V 8.M.C 8.A.V 8.K.C 8.I.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	esamaki	0	3749
3213	Tacana	medicine	ei d oe	eidoe	7 1 7	XBZ	ETU	39	39.E.V 39.T.C 39.U.V	1.5 1.75 0.8	eidoe	0	3756
3797	Cashibo	medicine	r oo	roo	5 7	AX	RU	6	6.R.C 6.U.V	2.0 1.5	roo	1	3748
4269	Catuquina	medicine	r a ʔ õ t i	raʔõ-ti	5 7 1 7 1 7	AXBYBZ	RAHUTI	7	7.R.C 7.A.V 7.H.C 7.U.V 7.T.C 7.I.V	2.0 1.5 1.75 1.3 1.75 0.8	raʔõti	0	3748
4771	Chacobo	medicine	r ao t i	raoti	5 7 1 7	AXBZ	RATI	9	9.R.C 9.A.V 9.T.C 9.I.V	2.0 1.5 1.75 0.8	raoti	0	3748
5485	ShipiboConibo	medicine	r ao	rao	5 7	AX	RA	38	38.R.C 38.A.V	2.0 1.5	rao	0	3748
6138	Yaminahua	medicine	r ao	rao	5 7	AX	RA	41	41.R.C 41.A.V	2.0 1.5	rao	0	3748
6770	Amahuaca	medicine	r a h óó	rahóó	5 7 3 7	AXBZ	RAHU	1	1.R.C 1.A.V 1.H.C 1.U.V	2.0 1.5 1.75 0.8	rahóó	0	3748
7734	Matis	medicine	t ʃ e t e	tʃete	1 3 7 1 7	ACXBZ	TSETE	20	20.T.C 20.S.C 20.E.V 20.T.C 20.E.V	2.0 1.5 1.5 1.75 0.8	tʃete	0	3751
8588	Chipaya	medicine	ḳ u lʸ a	ḳulʸa	1 7 5 7	AXBZ	KYLA	10	10.K.C 10.Y.V 10.L.C 10.A.V	2.0 1.5 1.75 0.8	ḳulʸa	0	3750
8589	Moseten	medicine	p i ɲ i 'dʸ e	piɲi-'dʸe	1 7 4 7 1 7	AXBYBZ	PINITE	26	26.P.C 26.I.V 26.N.C 26.I.V 26.T.C 26.E.V	2.0 1.5 1.75 1.3 1.75 0.8	piɲi'dʸe	0	3753
8590	Movima	medicine	l a w a h e s	lawahes	5 7 6 7 3 7 3	AXBYBYN	LAWAHES	27	27.L.C 27.A.V 27.W.C 27.A.V 27.H.C 27.E.V 27.S.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	lawahes	0	3754
9997	Matses	medicine	d au ë	dauë	1 7 7	AXZ	TAE	21	21.T.C 21.A.V 21.E.V	2.0 1.5 0.8	dauë	0	3752
10767	Sharanahua	medicine	c aya t i	cayati	1 7 1 7	AXBZ	CATI	37	37.C.C 37.A.V 37.T.C 37.I.V	2.0 1.5 1.75 0.8	cayati	0	3755
10768	Sharanahua	medicine	s h ua t i	shuati	3 3 7 1 7	ACYBZ	SHYTI	37	37.S.C 37.H.C 37.Y.V 37.T.C 37.I.V	2.0 1.5 1.3 1.75 0.8	shuati	0	3757
11153	Kakataibo	medicine	r o	ro	5 7	AX	RU	17	17.R.C 17.U.V	2.0 1.5	ro	0	3748
11608	Isconahua	medicine	r ao	rao	5 7	AX	RA	15	15.R.C 15.A.V	2.0 1.5	rao	0	3748
#
1476	Araona	meet	kʷ e n e w a n a	kʷenewana	1 7 4 7 6 7 4 7	AXBYBYBZ	KENEWANA	2	2.K.C 2.E.V 2.N.C 2.E.V 2.W.C 2.A.V 2.N.C 2.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	kʷenewana	0	3759
1477	Araona	meet	c̷ o p a w a	c̷opawa	1 7 1 7 6 7	AXBYBZ	CUPAWA	2	2.C.C 2.U.V 2.P.C 2.A.V 2.W.C 2.A.V	2.0 1.5 1.75 1.3 1.75 0.8	c̷opawa	0	3774
1972	Cavinena	meet	c̷ o r o ya	c̷oro-ya	1 7 5 7 7	AXBYZ	CURUY	8	8.C.C 8.U.V 8.R.C 8.U.V 8.Y.V	2.0 1.5 1.75 1.3 0.8	c̷oroya	0	3763
2566	EseEjja	meet	ɓ a n a h e	ɓa-nahe	1 7 4 7 3 7	AXBYBZ	PANAHE	13	13.P.C 13.A.V 13.N.C 13.A.V 13.H.C 13.E.V	2.0 1.5 1.75 1.3 1.75 0.8	ɓanahe	1	3765
2989	HuarayoEseEjja	meet	b a ʔ a k w e	ba-ʔa-kwe	1 7 1 7 1 6 7	AXBYBCZ	PAHAKWE	14	14.P.C 14.A.V 14.H.C 14.A.V 14.K.C 14.W.C 14.E.V	2.0 1.5 1.75 1.3 1.75 1.5 0.8	baʔakwe	0	3766
3598	Tacana	meet	c̷ o t iyo	c̷o-tiyo-	1 7 1 7	AXBZ	CUTI	39	39.C.C 39.U.V 39.T.C 39.I.V	2.0 1.5 1.75 0.8	c̷otiyo	0	3773
3599	Tacana	meet	c̷ o	c̷o-	1 7	AX	CU	39	39.C.C 39.U.V	2.0 1.5	c̷o	1	3773
4065	Cashibo	meet	m ɨ r a t i	mɨra-ti	4 7 5 7 1 7	AXBYBZ	MIRATI	6	6.M.C 6.I.V 6.R.C 6.A.V 6.T.C 6.I.V	2.0 1.5 1.75 1.3 1.75 0.8	mɨrati	0	3761
4556	Catuquina	meet	β ɨya	βɨya-	3 7	AX	BI	7	7.B.C 7.I.V	2.0 1.5	βɨya	0	3762
5127	Chacobo	meet	β ɨ č a	βɨča-	3 7 2 7	AXBZ	BICA	9	9.B.C 9.I.V 9.C.C 9.A.V	2.0 1.5 1.75 0.8	βɨča	0	3762
5128	Chacobo	meet	β ɨ č i n a	βɨčina-	3 7 2 7 4 7	AXBYBZ	BICINA	9	9.B.C 9.I.V 9.C.C 9.I.V 9.N.C 9.A.V	2.0 1.5 1.75 1.3 1.75 0.8	βɨčina	0	3762
5921	ShipiboConibo	meet	n o k o t i	nokoti	4 7 1 7 1 7	AXBYBZ	NUKUTI	38	38.N.C 38.U.V 38.K.C 38.U.V 38.T.C 38.I.V	2.0 1.5 1.75 1.3 1.75 0.8	nokoti	1	3772
6480	Yaminahua	meet	n o k o n õ n ã n õ	noko-nõnã-nõ	4 7 1 7 4 7 4 7 4 7	AXBYBYBYBZ	NUKUNUNANU	41	41.N.C 41.U.V 41.K.C 41.U.V 41.N.C 41.U.V 41.N.C 41.A.V 41.N.C 41.U.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	nokonõnãnõ	0	3771
6481	Yaminahua	meet	i č a n ã n õ	ičanã-nõ	7 2 7 4 7 4 7	XBYBYBZ	ICANANU	41	41.I.V 41.C.C 41.A.V 41.N.C 41.A.V 41.N.C 41.U.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	ičanãnõ	0	3762
6914	Amahuaca	meet	t z í z t o c ó h o h i	tzíztocóhohi	1 3 7 3 1 7 1 7 3 7 3 7	ACXMBYBYBYBZ	TSISTUCUHUHI	1	1.T.C 1.S.C 1.I.V 1.S.c 1.T.C 1.U.V 1.C.C 1.U.V 1.H.C 1.U.V 1.H.C 1.I.V	2.0 1.5 1.5 1.1 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	tzíztocóhohi	0	3758
7473	Capanahua	meet	t s i n q ui t i	tsinquiti	1 3 7 4 1 7 1 7	ACXMBYBZ	TSINKYTI	5	5.T.C 5.S.C 5.I.V 5.N.c 5.K.C 5.Y.V 5.T.C 5.I.V	2.0 1.5 1.5 1.1 1.75 1.3 1.75 0.8	tsinquiti	0	3760
8591	Chipaya	meet	š a l	šal-	3 7 5	AXN	SAL	10	10.S.C 10.A.V 10.L.c	2.0 1.5 0.8	šal	0	3764
8592	Moseten	meet	t æ h i t i 'k a	tæhiti'ka	1 7 3 7 1 7 1 7	AXBYBYBZ	TEHITIKA	26	26.T.C 26.E.V 26.H.C 26.I.V 26.T.C 26.I.V 26.K.C 26.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	tæhiti'ka	0	3769
8593	Movima	meet	k a h a ɬ e	kah-a-ɬe	1 7 3 7 5 7	AXBYBZ	KAHALE	27	27.K.C 27.A.V 27.H.C 27.A.V 27.L.C 27.E.V	2.0 1.5 1.75 1.3 1.75 0.8	kahaɬe	0	3770
9998	Matses	meet	i s t ui d	istuid	7 3 1 7 1	XMBYN	ISTYT	21	21.I.V 21.S.c 21.T.C 21.Y.V 21.T.c	1.5 1.1 1.75 1.3 0.8	istuid	0	3768
9999	Matses	meet	t s i d a d	tsidad	1 3 7 1 7 1	ACXBYN	TSITAT	21	21.T.C 21.S.C 21.I.V 21.T.C 21.A.V 21.T.c	2.0 1.5 1.5 1.75 1.3 0.8	tsidad	0	3775
10520	Sharanahua	meet	n o c o n ai n	noconain	4 7 1 7 4 7 4	AXBYBYN	NUCUNAN	37	37.N.C 37.U.V 37.C.C 37.U.V 37.N.C 37.A.V 37.N.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	noconain	0	3771
10521	Sharanahua	meet	i c h a n ai n	ichanain	7 1 3 7 4 7 4	XBCYBYN	ICHANAN	37	37.I.V 37.C.C 37.H.C 37.A.V 37.N.C 37.A.V 37.N.c	1.5 1.75 1.5 1.3 1.75 1.3 0.8	ichanain	0	3762
11609	Isconahua	meet	h a n t i	hanti	3 7 4 1 7	AXMBZ	HANTI	15	15.H.C 15.A.V 15.N.c 15.T.C 15.I.V	2.0 1.5 1.1 1.75 0.8	hanti	0	3767
#
7288	Capanahua	melt	p a c h i q ui n	pachiquin	1 7 1 3 7 1 7 4	AXBCYBYN	PACHIKYN	5	5.P.C 5.A.V 5.C.C 5.H.C 5.I.V 5.K.C 5.Y.V 5.N.c	2.0 1.5 1.75 1.5 1.3 1.75 1.3 0.8	pachiquin	0	3776
#
1076	Araona	mighty or powerful or strong	a b ei s e	abeise	7 1 7 3 7	XBYBZ	APESE	2	2.A.V 2.P.C 2.E.V 2.S.C 2.E.V	1.5 1.75 1.3 1.75 0.8	abeise	0	3778
1077	Araona	mighty or powerful or strong	a h o h i	ahohi	7 3 7 3 7	XBYBZ	AHUHI	2	2.A.V 2.H.C 2.U.V 2.H.C 2.I.V	1.5 1.75 1.3 1.75 0.8	ahohi	0	3794
1667	Cavinena	mighty or powerful or strong	k a s a d a	kasa-da	1 7 3 7 1 7	AXBYBZ	KASATA	8	8.K.C 8.A.V 8.S.C 8.A.V 8.T.C 8.A.V	2.0 1.5 1.75 1.3 1.75 0.8	kasada	0	3782
2209	EseEjja	mighty or powerful or strong	x a n o ɓ a x i m a n ee	xanoɓaximanee	3 7 4 7 1 7 3 7 4 7 4 7	AXBYBYBYBYBZ	GANUPAGIMANE	13	13.G.C 13.A.V 13.N.C 13.U.V 13.P.C 13.A.V 13.G.C 13.I.V 13.M.C 13.A.V 13.N.C 13.E.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	xanoɓaximanee	0	3785
2741	HuarayoEseEjja	mighty or powerful or strong	k ia k a ʔ a	kia-kaʔa	1 7 1 7 1 7	AXBYBZ	KIKAHA	14	14.K.C 14.I.V 14.K.C 14.A.V 14.H.C 14.A.V	2.0 1.5 1.75 1.3 1.75 0.8	kiakaʔa	1	3786
3204	Tacana	mighty or powerful or strong	t o č e d a	toče-da	1 7 2 7 1 7	AXBYBZ	TUCETA	39	39.T.C 39.U.V 39.C.C 39.E.V 39.T.C 39.A.V	2.0 1.5 1.75 1.3 1.75 0.8	točeda	0	3792
3788	Cashibo	mighty or powerful or strong	ɲ a š i	ɲaši	4 7 3 7	AXBZ	NASI	6	6.N.C 6.A.V 6.S.C 6.I.V	2.0 1.5 1.75 0.8	ɲaši	0	3780
3789	Cashibo	mighty or powerful or strong	k u š i	kuši	1 7 3 7	AXBZ	KYSI	6	6.K.C 6.Y.V 6.S.C 6.I.V	2.0 1.5 1.75 0.8	kuši	0	3788
4263	Catuquina	mighty or powerful or strong	m ɨ s t ɨ̃	mɨstɨ̃	4 7 3 1 7	AXMBZ	MISTI	7	7.M.C 7.I.V 7.S.c 7.T.C 7.I.V	2.0 1.5 1.1 1.75 0.8	mɨstɨ̃	0	3781
4765	Chacobo	mighty or powerful or strong	č a m a	čama	2 7 4 7	AXBZ	CAMA	9	9.C.C 9.A.V 9.M.C 9.A.V	2.0 1.5 1.75 0.8	čama	0	3783
5474	ShipiboConibo	mighty or powerful or strong	k o š i	koši	1 7 3 7	AXBZ	KUSI	38	38.K.C 38.U.V 38.S.C 38.I.V	2.0 1.5 1.75 0.8	koši	0	3788
5475	ShipiboConibo	mighty or powerful or strong	m o k a	moka	4 7 1 7	AXBZ	MUKA	38	38.M.C 38.U.V 38.K.C 38.A.V	2.0 1.5 1.75 0.8	moka	0	3798
5476	ShipiboConibo	mighty or powerful or strong	k ɨ ṣ̌ t o	kɨṣ̌to	1 7 3 1 7	AXMBZ	KISTU	38	38.K.C 38.I.V 38.S.c 38.T.C 38.U.V	2.0 1.5 1.1 1.75 0.8	kɨṣ̌to	0	3799
6131	Yaminahua	mighty or powerful or strong	m i c̷ i s i p a	mic̷isipa	4 7 1 7 3 7 1 7	AXBYBYBZ	MICISIPA	41	41.M.C 41.I.V 41.C.C 41.I.V 41.S.C 41.I.V 41.P.C 41.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	mic̷isipa	0	3793
6132	Yaminahua	mighty or powerful or strong	k ɨ r ɨ ṣ̌	kɨrɨṣ̌	1 7 5 7 3	AXBYN	KIRIS	41	41.K.C 41.I.V 41.R.C 41.I.V 41.S.c	2.0 1.5 1.75 1.3 0.8	kɨrɨṣ̌	1	3777
6980	Amahuaca	mighty or powerful or strong	c ú r u x	cúrux	1 7 5 7 3	AXBYN	CYRYG	1	1.C.C 1.Y.V 1.R.C 1.Y.V 1.G.c	2.0 1.5 1.75 1.3 0.8	cúrux	0	3777
7292	Capanahua	mighty or powerful or strong	p a h e _ c o s h i	pahe._coshi	1 7 3 7 9 1 7 3 3 7	AXBZ_AXMBZ	PAHE_CUSHI	5	5.P.C 5.A.V 5.H.C 5.E.V 5._._ 5.C.C 5.U.V 5.S.c 5.H.C 5.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.1 1.75 0.8	pahe_coshi	0	3779
9059	Chipaya	mighty or powerful or strong	a š i	aši	7 3 7	XBZ	ASI	10	10.A.V 10.S.C 10.I.V	1.5 1.75 0.8	aši	0	3784
9060	Chipaya	mighty or powerful or strong	tʰ u p i	tʰupi	1 7 1 7	AXBZ	TYPI	10	10.T.C 10.Y.V 10.P.C 10.I.V	2.0 1.5 1.75 0.8	tʰupi	1	3795
9061	Moseten	mighty or powerful or strong	'f e r x k i	'ferxki	3 7 5 3 1 7	AXLMBZ	BERGKI	26	26.B.C 26.E.V 26.R.c 26.G.c 26.K.C 26.I.V	2.0 1.5 1.1 1.1 1.75 0.8	'ferxki	0	3790
9062	Moseten	mighty or powerful or strong	f e r 'g i č	fer'gič	3 7 5 1 7 2	AXMBYN	BERKIC	26	26.B.C 26.E.V 26.R.c 26.K.C 26.I.V 26.C.c	2.0 1.5 1.1 1.75 1.3 0.8	fer'gič	0	3790
9063	Moseten	mighty or powerful or strong	f e r	fer	3 7 5	AXN	BER	26	26.B.C 26.E.V 26.R.c	2.0 1.5 0.8	fer	0	3790
9064	Movima	mighty or powerful or strong	ɗ i n̉ t e h	ɗin̉-teh	1 7 4 1 7 3	AXMBYN	TINTEH	27	27.T.C 27.I.V 27.N.c 27.T.C 27.E.V 27.H.c	2.0 1.5 1.1 1.75 1.3 0.8	ɗin̉teh	0	3791
10230	Matses	mighty or powerful or strong	p a ë	paë	1 7 7	AXZ	PAE	21	21.P.C 21.A.V 21.E.V	2.0 1.5 0.8	paë	0	3789
10231	Matses	mighty or powerful or strong	ui d ë n	uidën	7 1 7 4	XBYN	YTEN	21	21.Y.V 21.T.C 21.E.V 21.N.c	1.5 1.75 1.3 0.8	uidën	0	3797
10244	Matses	mighty or powerful or strong	ui d ë n	uidën	7 1 7 4	XBYN	YTEN	21	21.Y.V 21.T.C 21.E.V 21.N.c	1.5 1.75 1.3 0.8	uidën	1	3797
10245	Matses	mighty or powerful or strong	p a ë	paë	1 7 7	AXZ	PAE	21	21.P.C 21.A.V 21.E.V	2.0 1.5 0.8	paë	1	3789
10522	Sharanahua	mighty or powerful or strong	c u r u s h	curush	1 7 5 7 3 3	AXBYLN	CYRYSH	37	37.C.C 37.Y.V 37.R.C 37.Y.V 37.S.c 37.H.c	2.0 1.5 1.75 1.3 1.1 0.8	curush	0	3777
10523	Sharanahua	mighty or powerful or strong	c u r u s h u	curushu	1 7 5 7 3 3 7	AXBYMBZ	CYRYSHY	37	37.C.C 37.Y.V 37.R.C 37.Y.V 37.S.c 37.H.C 37.Y.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	curushu	0	3777
11154	Kakataibo	mighty or powerful or strong	k u s h i	kushi	1 7 3 3 7	AXMBZ	KYSHI	17	17.K.C 17.Y.V 17.S.c 17.H.C 17.I.V	2.0 1.5 1.1 1.75 0.8	kushi	0	3788
11610	Isconahua	mighty or powerful or strong	t s i m a m a	tsimama	1 3 7 4 7 4 7	ACXBYBZ	TSIMAMA	15	15.T.C 15.S.C 15.I.V 15.M.C 15.A.V 15.M.C 15.A.V	2.0 1.5 1.5 1.75 1.3 1.75 0.8	tsimama	0	3787
11611	Isconahua	mighty or powerful or strong	w a c h o h m a	wachohma	6 7 1 3 7 3 4 7	AXBCYBCZ	WACHUHMA	15	15.W.C 15.A.V 15.C.C 15.H.C 15.U.V 15.H.C 15.M.C 15.A.V	2.0 1.5 1.75 1.5 1.3 1.75 1.5 0.8	wachohma	0	3796
#
186	JaunAvo	milk	s c h r ú m a	schrúma	3 1 3 5 7 4 7	ACCCYBZ	SCHRYMA	16	16.S.C 16.C.C 16.H.C 16.R.C 16.Y.V 16.M.C 16.A.V	2.0 1.5 1.5 1.5 1.3 1.75 0.8	schrúma	0	3802
1120	Araona	milk	s o s o n a	soso-na	3 7 3 7 4 7	AXBYBZ	SUSUNA	2	2.S.C 2.U.V 2.S.C 2.U.V 2.N.C 2.A.V	2.0 1.5 1.75 1.3 1.75 0.8	sosona	0	3800
1709	Cavinena	milk	a c̷ o n a	ac̷o-na	7 1 7 4 7	XBYBZ	ACUNA	8	8.A.V 8.C.C 8.U.V 8.N.C 8.A.V	1.5 1.75 1.3 1.75 0.8	ac̷ona	0	3803
2247	EseEjja	milk	e m a ʔ i	emaʔi	7 4 7 1 7	XBYBZ	EMAHI	13	13.E.V 13.M.C 13.A.V 13.H.C 13.I.V	1.5 1.75 1.3 1.75 0.8	emaʔi	0	3805
2774	HuarayoEseEjja	milk	t o x o 'n a	toxo-'na	1 7 3 7 4 7	AXBYBZ	TUGUNA	14	14.T.C 14.U.V 14.G.C 14.U.V 14.N.C 14.A.V	2.0 1.5 1.75 1.3 1.75 0.8	toxo'na	0	3806
3254	Tacana	milk	a c̷ o n a	ac̷o-na	7 1 7 4 7	XBYBZ	ACUNA	39	39.A.V 39.C.C 39.U.V 39.N.C 39.A.V	1.5 1.75 1.3 1.75 0.8	ac̷ona	0	3803
3832	Cashibo	milk	ṣ̌ o m a	ṣ̌oma	3 7 4 7	AXBZ	SUMA	6	6.S.C 6.U.V 6.M.C 6.A.V	2.0 1.5 1.75 0.8	ṣ̌oma	1	3802
4301	Catuquina	milk	β oi _ š o m a	βoi_šoma	3 7 9 3 7 4 7	AX_AXBZ	BU_SUMA	7	7.B.C 7.U.V 7._._ 7.S.C 7.U.V 7.M.C 7.A.V	2.0 1.5 0.0 2.0 1.5 1.75 0.8	βoi_šoma	0	3802
4809	Chacobo	milk	ṣ̌ o m a	ṣ̌oma	3 7 4 7	AXBZ	SUMA	9	9.S.C 9.U.V 9.M.C 9.A.V	2.0 1.5 1.75 0.8	ṣ̌oma	1	3802
5525	ShipiboConibo	milk	ṣ̌ o m a	ṣ̌oma	3 7 4 7	AXBZ	SUMA	38	38.S.C 38.U.V 38.M.C 38.A.V	2.0 1.5 1.75 0.8	ṣ̌oma	1	3802
6175	Yaminahua	milk	č o č o _ ɨ n ɨ	čočo_ɨnɨ	2 7 2 7 9 7 4 7	AXBZ_XBZ	CUCU_INI	41	41.C.C 41.U.V 41.C.C 41.U.V 41._._ 41.I.V 41.N.C 41.I.V	2.0 1.5 1.75 0.8 0.0 1.5 1.75 0.8	čočo_ɨnɨ	0	3801
7080	Capanahua	milk	c h o c h o _ j e n e	chocho_jene	1 3 7 1 3 7 9 6 7 4 7	ACXBCZ_AXBZ	CHUCHU_JENE	5	5.C.C 5.H.C 5.U.V 5.C.C 5.H.C 5.U.V 5._._ 5.J.C 5.E.V 5.N.C 5.E.V	2.0 1.5 1.5 1.75 1.5 0.8 0.0 2.0 1.5 1.75 0.8	chocho_jene	0	3801
8598	Chipaya	milk	l i č i	liči	5 7 2 7	AXBZ	LICI	10	10.L.C 10.I.V 10.C.C 10.I.V	2.0 1.5 1.75 0.8	liči	0	3804
8599	Moseten	milk	e 'r e č e	e'reče	7 5 7 2 7	XBYBZ	ERECE	26	26.E.V 26.R.C 26.E.V 26.C.C 26.E.V	1.5 1.75 1.3 1.75 0.8	e'reče	0	3809
8600	Movima	milk	n o n l o	non-lo	4 7 4 5 7	AXBCZ	NUNLU	27	27.N.C 27.U.V 27.N.C 27.L.C 27.U.V	2.0 1.5 1.75 1.5 0.8	nonlo	0	3810
10000	Matses	milk	ë n ë	ënë	7 4 7	XBZ	ENE	21	21.E.V 21.N.C 21.E.V	1.5 1.75 0.8	ënë	0	3808
10001	Matses	milk	ʂ u m a _ ë n ë	ʂuma_ënë	3 7 4 7 9 7 4 7	AXBZ_XBZ	SYMA_ENE	21	21.S.C 21.Y.V 21.M.C 21.A.V 21._._ 21.E.V 21.N.C 21.E.V	2.0 1.5 1.75 0.8 0.0 1.5 1.75 0.8	ʂuma_ënë	0	3807
10524	Sharanahua	milk	s h o m a _ u n u	shoma_unu	3 3 7 4 7 9 7 4 7	ACYBZ_XBZ	SHUMA_YNY	37	37.S.C 37.H.C 37.U.V 37.M.C 37.A.V 37._._ 37.Y.V 37.N.C 37.Y.V	2.0 1.5 1.3 1.75 0.8 0.0 1.5 1.75 0.8	shoma_unu	0	3807
11155	Kakataibo	milk	x u m a	xuma	3 7 4 7	AXBZ	GYMA	17	17.G.C 17.Y.V 17.M.C 17.A.V	2.0 1.5 1.75 0.8	xuma	1	3802
11612	Isconahua	milk	h o m a _ e n e	homa_ene	3 7 4 7 9 7 4 7	AXBZ_XBZ	HUMA_ENE	15	15.H.C 15.U.V 15.M.C 15.A.V 15._._ 15.E.V 15.N.C 15.E.V	2.0 1.5 1.75 0.8 0.0 1.5 1.75 0.8	homa_ene	0	3807
#
1111	Araona	mix	w a l o w a l o	walo-walo	6 7 5 7 6 7 5 7	AXBYBYBZ	WALUWALU	2	2.W.C 2.A.V 2.L.C 2.U.V 2.W.C 2.A.V 2.L.C 2.U.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	walowalo	0	3812
1699	Cavinena	mix	o h a ya	oha-ya	7 3 7 7	XBYZ	UHAY	8	8.U.V 8.H.C 8.A.V 8.Y.V	1.5 1.75 1.3 0.8	ohaya	0	3815
2237	EseEjja	mix	i ɲ a p o w i	iɲapowi-	7 4 7 1 7 6 7	XBYBYBZ	INAPUWI	13	13.I.V 13.N.C 13.A.V 13.P.C 13.U.V 13.W.C 13.I.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	iɲapowi	0	3818
2238	EseEjja	mix	w a	wa-	6 7	AX	WA	13	13.W.C 13.A.V	2.0 1.5	wa	0	3828
2766	HuarayoEseEjja	mix	h ea w a x o k w e	hea-waxo-kwe	3 7 6 7 3 7 1 6 7	AXBYBYBCZ	HEWAGUKWE	14	14.H.C 14.E.V 14.W.C 14.A.V 14.G.C 14.U.V 14.K.C 14.W.C 14.E.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.5 0.8	heawaxokwe	0	3819
3241	Tacana	mix	w a r o	waro-	6 7 5 7	AXBZ	WARU	39	39.W.C 39.A.V 39.R.C 39.U.V	2.0 1.5 1.75 0.8	waro	0	3825
3242	Tacana	mix	k e r e k e r e	kere-kere	1 7 5 7 1 7 5 7	AXBYBYBZ	KEREKERE	39	39.K.C 39.E.V 39.R.C 39.E.V 39.K.C 39.E.V 39.R.C 39.E.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	kerekere	0	3830
3824	Cashibo	mix	k a 'ɨ n t i	ka'ɨn-ti	1 7 7 4 1 7	AXYMBZ	KAINTI	6	6.K.C 6.A.V 6.I.V 6.N.c 6.T.C 6.I.V	2.0 1.5 1.3 1.1 1.75 0.8	ka'ɨnti	0	3814
4292	Catuquina	mix	m o c̷ a	moc̷a-	4 7 1 7	AXBZ	MUCA	7	7.M.C 7.U.V 7.C.C 7.A.V	2.0 1.5 1.75 0.8	moc̷a	0	3813
4800	Chacobo	mix	r oi a	roi-a-	5 7 7	AXZ	RUA	9	9.R.C 9.U.V 9.A.V	2.0 1.5 0.8	roia	0	3816
6163	Yaminahua	mix	t oa _ t oa _ a k i	toa_toa_aki	1 7 9 1 7 9 7 1 7	AX_AX_XBZ	TU_TU_AKI	41	41.T.C 41.U.V 41._._ 41.T.C 41.U.V 41._._ 41.A.V 41.K.C 41.I.V	2.0 1.5 0.0 2.0 1.5 0.0 1.5 1.75 0.8	toa_toa_aki	0	3826
6164	Yaminahua	mix	k a r a _ β ɨ n i	kara_βɨni	1 7 5 7 9 3 7 4 7	AXBZ_AXBZ	KARA_BINI	41	41.K.C 41.A.V 41.R.C 41.A.V 41._._ 41.B.C 41.I.V 41.N.C 41.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	kara_βɨni	0	3831
6950	Amahuaca	mix	j ó z i q uí n	józiquín	6 7 3 7 1 7 4	AXBYBYN	JUSIKYN	1	1.J.C 1.U.V 1.S.C 1.I.V 1.K.C 1.Y.V 1.N.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	józiquín	0	3811
7236	Capanahua	mix	m e s c o q ui n	mescoquin	4 7 3 1 7 1 7 4	AXMBYBYN	MESCUKYN	5	5.M.C 5.E.V 5.S.c 5.C.C 5.U.V 5.K.C 5.Y.V 5.N.c	2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8	mescoquin	0	3813
7649	Matis	mix	m i ß	miß	4 7 3	AXN	MIS	20	20.M.C 20.I.V 20.S.c	2.0 1.5 0.8	miß	0	3813
9047	Chipaya	mix	tʰ a r a n š	tʰaran-š	1 7 5 7 4 3	AXBYLN	TARANS	10	10.T.C 10.A.V 10.R.C 10.A.V 10.N.c 10.S.c	2.0 1.5 1.75 1.3 1.1 0.8	tʰaranš	0	3817
9048	Chipaya	mix	tˀ a x̣ s	tˀax̣s	1 7 3 3	AXLN	TAGS	10	10.T.C 10.A.V 10.G.c 10.S.c	2.0 1.5 1.1 0.8	tˀax̣s	0	3827
