ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGID	COGIDS	ALIGNMENT	AUTOCOGID
6398	Kakataibo	nasal mucus (snot)	rëshi	rëshi	ɾ ɨ ʃ i	None	3146		ɾ ɨ + ʃ i -	2594
7080	Matses	nasal mucus (snot)	dëcu, dëun	dëcu	d ɨ k u	None	5053		d ɨ k u -	2596
7081	Matses	nasal mucus (snot)	dëcu, dëun	dëun	d ɨ u n	None	5053		d ɨ - u n	2596
7492	Chipaya	nasal mucus (snot)	oza	oza	o z a	None	5043		o z a	2595
7811	Isconahua	nasal mucus (snot)	reshon	reshon	ɾ ɨ ʃ o n	None	3146		ɾ ɨ + ʃ o n	2594
8670	Tacana	nasal mucus (snot)	huid’i	huid’i	w i ɽ i	None	3146		w i + ɽ i -	2593
8914	Tsimane	nasal mucus (snot)	aja’	aja’	a h a.ʔ	None	493		- a h a.ʔ	2599
9767	Chacobo	nasal mucus (snot)	rëxaqui	rëxaqui	r ɨ ʂ a k i	None	3151		r ɨ + ʂ a + k i	2594
10035	Araona	nasal mucus (snot)	huizi	huizi	w i ɽ i	None	3146		w i + ɽ i -	2593
182	EseEjja	navel	xono	xono	x o n o	None	5632		x o n o	2605
690	HuarayoEseEjja	navel	soo	soo	s o o	None	5059		s o o	2605
1097	Cashibo	navel	ni'tu	ni'tu	n i t u	None	272		n i - t u -	2601
1537	Catuquina	navel	tõpi	tõpi	t õ p i	None	284		t õ p i	2604
2050	ShipiboConibo	navel	poko-tɨṣ̌ɨ	poko-tɨṣ̌ɨ	p o k o t ɨ ʂ ɨ	None	320		p o k o + t ɨ ʂ ɨ	2610
2051	ShipiboConibo	navel	no-	no-	n o	None	327		n o	2601
2658	Yaminahua	navel	tokirišpi	tokirišpi	t o k i r i ʃ p i	None	281		t o k i + r i ʃ p i	2604
3468	Amahuaca	navel	náto	náto	n á/a t o	None	272		n á/a - t o -	2601
3800	Capanahua	navel	nashpi	nashpi	n a ʃ p i	None	5058		n a ʃ p i	2603
4670	Moseten	navel	u'yu	u'yu	u j u	None	192		- u j u ( - - )	2608
4671	Movima	navel	ɗim-mo-kʷa	ɗim-mo-kʷa	ɗ i m m o kʷ a	None	5060		ɗ i m + m o + kʷ a	2609
5337	Matses	navel	nicʈʂun	nicʈʂun	n i k ʈʂ u n	None	261		n i k ʈʂ u n	2601
5338	Matses	navel	niud	niud	n i u d	None	2447		n i - - u d	2601
5817	Sharanahua	navel	tocoroshpi	tocoroshpi	t u k u r u ʃ p i	None	281		t u k u + r u ʃ p i	2604
6399	Kakataibo	navel	nitú	nitú	n i t ɯ	None	272		n i - t ɯ -	2601
6819	Isconahua	navel	tonkon	tonkon	t o n k o n	None	291		t o n k o n	2607
7627	Chipaya	navel	toñi	toñi	t o ɲ i	None	2462		t o ɲ - i -	2606
8380	Cavinena	navel	suu	suu	s u u	None	5059		s u u	2605
8833	Tacana	navel	tsuju	tsuju	ts u h u	None	192		ts u h u ( - - )	2602
9223	Tsimane	navel	oyo’	oyo’	o j o.ʔ	None	192		- o j o.ʔ ( - - )	2608
9703	Chacobo	navel	noro	noro	n o r o	None	5057		n o r o	2601
10199	Araona	navel	tsómoto	tsómoto	ts o m o t o	None	192		ts o m o ( t o )	2602
398	EseEjja	near	-čipi	-čipi	tʃ i p i	None	2297		tʃ i p i	2616
399	EseEjja	near	wešaʔama	wešaʔama	w e ʃ a ʔ a m a	None	2289		w e ʃ a + ʔ a + m a	2614
854	HuarayoEseEjja	near	kia-čii-nee	kia-čii-nee	k i a tʃ i i n e e	None	5067		k i a + tʃ i i + n e e	2617
1732	Catuquina	near	ora-ma	ora-ma	o r a m a	None	2291		- o r a + m a	2611
2310	ShipiboConibo	near	očoma	očoma	o tʃ o m a	None	2286		o tʃ o + m a	2611
2875	Yaminahua	near	čai-mašta	čai-mašta	tʃ a i m a ʃ t a	None	2272		tʃ a i + m a ʃ t a	2611
3490	Amahuaca	near	hóramá	hóramá	ʔ ó/o r a m á/a	None	2291		ʔ ó/o r a + m á/a	2611
3844	Capanahua	near	patax	patax	p a t a ʂ	None	217		p a t a ʂ	2613
4672	Moseten	near	'tčei'ỹaʔ	'tčei'ỹaʔ	tʃ e i j a.ʔ	None	5068		tʃ e i + j a.ʔ	2619
4673	Movima	near	su-we	su-we	s u w e	None	5069		s u + w e	2620
5339	Matses	near	ëna	ëna	ɨ n a	None	2292		ɨ n a	2618
5340	Matses	near	nëbi	nëbi	n ɨ b i	None	2295		n ɨ b i	2623
5818	Sharanahua	near	chaima	chaima	tʃ a i m a	None	2273		tʃ a i + m a	2611
6400	Kakataibo	near	'urama	'urama	ʔ ɯ ɾ a m a	None	2291		ʔ ɯ ɾ a + m a	2611
7416	Chipaya	near	kezhu	kezhu	k e ʐ u	None	5066		k e ʐ u	2615
8735	Tacana	near	nari	nari	n a ɾ i	None	5065		n a ɾ i	2621
8986	Tsimane	near	ćhéi’ya’	ćhéi’ya’	tʃʰ ẽ i.ʔ j a.ʔ	None	5068		tʃʰ ẽ i.ʔ + j a.ʔ	2619
9459	Chacobo	near	basima, tahë	basima	β a s i m a	None	5063		β a s i + m a	2614
9460	Chacobo	near	basima, tahë	tahë	t a ʔ ɨ	None	2296		t a ʔ ɨ	2611
10049	Araona	near	jacuepati, tsahua	jacuepati	h a kʷ e p a t i	None	5064		h a kʷ e p a t i	2612
10050	Araona	near	jacuepati, tsahua	tsahua	ts a w a	None	5070		ts a w a	2622
156	EseEjja	neck	e-piki	e-piki	p i k i	None	5073		p i k i	2627
673	HuarayoEseEjja	neck	e-piki	e-piki	p i k i	None	5073		p i k i	2627
1516	Catuquina	neck	tɨpo	tɨpo	t ɨ p o	None	4721		t ɨ + p o	2624
2021	ShipiboConibo	neck	tɨ-ṣ̌o	tɨ-ṣ̌o	t ɨ ʂ o	None	4727		t ɨ + ʂ o	2624
2022	ShipiboConibo	neck	tɨ-	tɨ-	t ɨ	None	4715		t ɨ	2624
2636	Yaminahua	neck	tɨṣ̌o	tɨṣ̌o	t ɨ ʂ o	None	4727		t ɨ + ʂ o	2624
3301	Amahuaca	neck	túxo	túxo	t ɨ ʂ o	None	4727		t ɨ + ʂ o	2624
4024	Capanahua	neck	texo, teton, techon	texo	t ɨ ʂ o	None	4727		t ɨ + ʂ o	2624
4025	Capanahua	neck	texo, teton, techon	teton	t ɨ t o n	None	4734		t ɨ + t o ( n )	2624
4026	Capanahua	neck	texo, teton, techon	techon	t ɨ tʃ o n	None	4736		t ɨ + tʃ o n -	2624
4674	Moseten	neck	tœh	tœh	t ɨ.h	None	4715		t ɨ.h	2624
4675	Moseten	neck	be'kaʔ	be'kaʔ	b e k a.ʔ	None	4427		b e k a.ʔ	2627
4676	Movima	neck	woroʔo	woroʔo	w o r o ʔ o	None	5207		w o r o ʔ o	2628
5341	Matses	neck	tënite	tënite	t ɨ n i t e	None	4731		t ɨ + n i + t e	2624
5819	Sharanahua	neck	tusho	tusho	t ɨ ʃ u	None	4726		t ɨ + ʃ u	2624
6401	Kakataibo	neck	tëxá	tëxá	t ɨ ʂ a	None	4717		t ɨ + ʂ a ( - - ) -	2624
6820	Isconahua	neck	teka	teka	t ɨ k a	None	4729		t ɨ + k a	2624
7573	Chipaya	neck	qwazi	qwazi	qʷ a z i	None	5077		qʷ a z i	2626
8599	Tacana	neck	e-naja	e-naja	n a h a	None	5072		n a h a	2625
9804	Chacobo	neck	tëto	tëto	t ɨ t o	None	4723		t ɨ + t o -	2624
10122	Araona	neck	nala	nala	n a l a	None	5072		n a l a	2625
10261	Kaxarari	neck	ˈtɨyiwi	ˈtɨyiwi	t ɨ j i w i	None	4730		t ɨ + j i w i	2624
761	HuarayoEseEjja	necklace	e-ixi	e-ixi	i x i	None	5080		i x i	2633
1617	Catuquina	necklace	tɨwɨ	tɨwɨ	t ɨ w ɨ	None	4718		t ɨ + w ɨ	2630
2748	Yaminahua	necklace	tɨo-ti	tɨo-ti	t ɨ o t i	None	4728		t ɨ + o + t i	2630
3492	Amahuaca	necklace	cácuuti	cácuuti	k á/a k ɨɨ t i	None	5076		k á/a k ɨɨ + t i	2629
4013	Capanahua	necklace	teoti	teoti	t ɨ o t i	None	4728		t ɨ + o + t i	2630
4677	Moseten	necklace	tʸikak-'dʸeʔ	tʸikak-'dʸeʔ	tʲ i k a k dʲ e.ʔ	None	5083		tʲ i k a + k + dʲ e.ʔ	2635
4678	Movima	necklace	nowe-ɗi	nowe-ɗi	n o w e ɗ i	None	3065		n o w e + ɗ i	2636
5342	Matses	necklace	payute	payute	p a j u t e	None	5081		p a j u + t e	2634
5343	Matses	necklace	tëdiadte	tëdiadte	t ɨ d i.a d t e	None	4716		t ɨ + d i.a - d + t e	2630
5820	Sharanahua	necklace	tuhuuti	tuhuuti	t ɨ w ɨ t i	None	4718		t ɨ + w ɨ + t i	2630
6402	Kakataibo	necklace	katin	katin	k a t i n	None	3066		k a t i n	2629
6821	Isconahua	necklace	chope	chope	tʃ o p ɨ	None	3067		tʃ o p ɨ	2630
6822	Isconahua	necklace	nobo	nobo	n o β o	None	5084		n o β o	2638
7404	Chipaya	necklace	jorkiza	jorkiza	x o r k i z a	None	5079		x o r k i z a	2632
8684	Tacana	necklace	ine	ine	i n e	None	5085		i n e	2637
9371	Tsimane	necklace	tyicacdye’	tyicacdye’	tʲ i k a k dʲ e.ʔ	None	5082		tʲ i k a + k + dʲ e.ʔ	2635
9669	Chacobo	necklace	moyo, tëhuëti	moyo	m o j o	None	5078		m o j o	2631
9670	Chacobo	necklace	moyo, tëhuëti	tëhuëti	t ɨ w ɨ t i	None	4718		t ɨ + w ɨ + t i	2630
260	EseEjja	needle (for sewing)	akʷiša	akʷiša	a kʷ i ʃ a	None	5091		a kʷ i ʃ a	2641
261	EseEjja	needle (for sewing)	ekʷiša	ekʷiša	kʷ i ʃ a	None	5091		- kʷ i ʃ a	2641
759	HuarayoEseEjja	needle (for sewing)	e-soto-xi	e-soto-xi	s o t o	None	5835		s o t o	2642
1174	Cashibo	needle (for sewing)	ṣ̌o'moṣ̌	ṣ̌o'moṣ̌	ʂ o m o ʂ	None	5088		ʂ o m o ʂ -	2639
1613	Catuquina	needle (for sewing)	šomoš	šomoš	ʂ o m o ʂ	None	5088		ʂ o m o ʂ -	2639
2153	ShipiboConibo	needle (for sewing)	ṣ̌omoṣ̌	ṣ̌omoṣ̌	ʂ o m o ʂ	None	5088		ʂ o m o ʂ -	2639
2743	Yaminahua	needle (for sewing)	ṣ̌omoṣ̌	ṣ̌omoṣ̌	ʂ o m o ʂ	None	5088		ʂ o m o ʂ -	2639
3319	Amahuaca	needle (for sewing)	jómox	jómox	h ó/o m o ʂ	None	5088		h ó/o m o ʂ -	2639
4091	Capanahua	needle (for sewing)	xohmox	xohmox	ʂ o.ʔ m o ʂ	None	5088		ʂ o.ʔ m o ʂ	2639
4679	Moseten	needle (for sewing)	yoo'keʔ	yoo'keʔ	j o.o k e.ʔ	None	5092		j o.o k e.ʔ	2644
4680	Movima	needle (for sewing)	mo-ɗin-ɬaris	mo-ɗin-ɬaris	m o ɗ i n ɬ a r i s	None	5093		m o + ɗ i n + ɬ a r i s	2645
5344	Matses	needle (for sewing)	pinchucchicte	pinchucchicte	p i n tʃ u k tʃ i k t e	None	1439		p i n + tʃ u k + tʃ i k + t e	2643
5821	Sharanahua	needle (for sewing)	acoya	acoya	a k u j a	None	1440		a k u j a	2641
5822	Sharanahua	needle (for sewing)	shomoshu	shomoshu	ʃ u m u ʃ ɨ	None	5088		ʃ u m u ʃ ɨ	2639
6403	Kakataibo	needle (for sewing)	xumux	xumux	ʂ ɯ m ɯ ʂ	None	5088		ʂ ɯ m ɯ ʂ -	2639
7563	Chipaya	needle (for sewing)	qula, awja	qula	q u l a	None	1436		q u l a	2641
7564	Chipaya	needle (for sewing)	qula, awja	awja	a w x a	None	5094		a w x a	2646
8022	Cavinena	needle (for sewing)	-kwija	-kwija	kʷ i h a	None	5091		- kʷ i h a	2641
8450	Tacana	needle (for sewing)	acusha	acusha	a kʷ ʃ a	None	5091		a kʷ - ʃ a	2641
9422	Tsimane	needle (for sewing)	yoque	yoque	j o k e	None	5092		j o k e	2644
9788	Chacobo	needle (for sewing)	sopiri	sopiri	s o p i r i	None	5090		s o p i r i	2640
10154	Araona	needle (for sewing)	shopili	shopili	ʃ o p i l i	None	5090		ʃ o p i l i	2640
90	EseEjja	nest	xani	xani	x a n i	None	1478		x a n i	2651
626	HuarayoEseEjja	nest	e-'xa	e-'xa	x a	None	2515		x a	2651
1021	Cashibo	nest	naa	naa	n a a	None	5097		n a - a	2647
1464	Catuquina	nest	naʔa	naʔa	n a ʔ a	None	5097		n a ʔ a	2647
1948	ShipiboConibo	nest	naa	naa	n a a	None	5097		n a - a	2647
2578	Yaminahua	nest	naa	naa	n a a	None	5097		n a - a	2647
3094	Amahuaca	nest	náha	náha	n á/a ʔ a	None	5097		n á/a ʔ a	2647
3519	Capanahua	nest	bachi, naja, baquejati	bachi	β a tʃ i	None	5098		β a tʃ i	2649
3520	Capanahua	nest	bachi, naja, baquejati	naja	n a a	None	5097		n a - a	2647
3521	Capanahua	nest	bachi, naja, baquejati	baquejati	β a k ɨ a t i	None	3246		β a k ɨ + a t i	2649
4681	Moseten	nest	tix'mo	tix'mo	t i x m o	None	5101		t i x m o	2653
4682	Movima	nest	ɓaɓaɬ-kʷa	ɓaɓaɬ-kʷa	ɓ a ɓ a ɬ kʷ a	None	5102		ɓ a ɓ a ɬ + kʷ a	2654
5345	Matses	nest	ʂubu	ʂubu	ʂ u b u	None	2141		ʂ u b u	2652
5346	Matses	nest	uʂte	uʂte	u ʂ t e	None	46		- u ʂ - + t e	2656
5823	Sharanahua	nest	naa	naa	n a a	None	5097		n a - a	2647
6404	Kakataibo	nest	na	na	n a	None	5097		n a - -	2647
6823	Isconahua	nest	na	na	n a	None	5097		n a - -	2647
7625	Chipaya	nest	thura	thura	tʰ u r a	None	5099		tʰ u r a	2650
8144	Cavinena	nest	eja	eja	h a	None	3845		h a - -	2648
8612	Tacana	nest	e-sa-ji	e-sa-ji	s a h i	None	5100		s a + h i - -	2648
9330	Tsimane	nest	tíj’	tíj’	t ī h.ʔ	None	5104		t ī h.ʔ	2655
9673	Chacobo	nest	naha	naha	n a ʔ a	None	5097		n a ʔ a	2647
10057	Araona	nest	jaji	jaji	h a h i	None	3845		h a h i	2648
10264	Kaxarari	nest	naʔa[naˈʔa]	naʔa[naˈʔa]	n a ʔ a n a ʔ a	None	5097		n a ʔ a + n a ʔ a	2647
433	EseEjja	new	e-yakʷa	e-yakʷa	j a kʷ a	None	5107		- j a kʷ a	2658
1305	Cashibo	new	i'o	i'o	i o	None	5108		- i o	2659
1759	Catuquina	new	βɨna-pa	βɨna-pa	β ɨ n a p a	None	5106		β ɨ - n a + p a	2657
2354	ShipiboConibo	new	βɨna	βɨna	β ɨ n a	None	5106		β ɨ - n a	2657
2910	Yaminahua	new	βɨna	βɨna	β ɨ n a	None	5106		β ɨ - n a	2657
3254	Amahuaca	new	vúnaa	vúnaa	β ɨ n a	None	5106		β ɨ - n a	2657
3542	Capanahua	new	behna	behna	β ɨ.ʔ n a	None	5106		β ɨ ʔ n a	2657
4683	Moseten	new	'maikit	'maikit	m a i k i t	None	5111		m a i k i t	2662
4684	Moseten	new	'maisis	'maisis	m a i s i s	None	5112		m a i s i - + s	2662
4685	Movima	new	pola-ra	pola-ra	p o l a r a	None	2581		p o l a + r a	2663
5347	Matses	new	chuca	chuca	tʃ u k a	None	5107		- tʃ u k a	2658
5824	Sharanahua	new	funa	funa	β ɨ n a	None	5106		β ɨ - n a	2657
6405	Kakataibo	new	'io	'io	ʔ i ɤ	None	5108		ʔ i ɤ	2659
6406	Kakataibo	new	bëná	bëná	β̞ ɨ n a	None	5106		β̞ ɨ - n a	2657
6824	Isconahua	new	bená	bená	β ɨ n a	None	5106		β ɨ - n a	2657
7368	Chipaya	new	ewu	ewu	e w u	None	5109		e w u	2661
8331	Cavinena	new	nana	nana	n a n a	None	5700		n a n a	2657
8640	Tacana	new	e-ichacua, e-nana	e-ichacua	i tʃ a kʷ a	None	5107		i tʃ a kʷ a	2658
8641	Tacana	new	e-ichacua, e-nana	e-nana	n a n a	None	5700		n a n a	2657
8921	Tsimane	new	arajtac, múi’tyity	arajtac	a r a.h t a k	None	5114		a r a h t a k	2664
8922	Tsimane	new	arajtac, múi’tyity	múi’tyity	m ɨ̃ i.ʔ tʲ i tʲ	None	2582		m ɨ̃ i.ʔ + tʲ i + tʲ	2662
9726	Chacobo	new	paxa	paxa	p a ʂ a	None	5507		p a ʂ a -	2660
10150	Araona	new	shacua	shacua	ʃ a kʷ a	None	4214		ʃ a kʷ a	2658
10265	Kaxarari	new	ɦaβɨlaˈkɨ	ɦaβɨlaˈkɨ	ɦ a β ɨ l a k ɨ	None	5110		ɦ a β ɨ l a k ɨ	2657
442	EseEjja	night	mekaxe	mekaxe	m e k a x e	None	610		m e k a + x e	2670
884	HuarayoEseEjja	night	sine-kwa	sine-kwa	s i n e kʷ a	None	2641		s i n e + kʷ a	2671
1313	Cashibo	night	i'mɨ	i'mɨ	i m ɨ	None	5117		- i m ɨ	2665
1767	Catuquina	night	yame	yame	j a m e	None	5117		j a m e	2665
2363	ShipiboConibo	night	yamɨ	yamɨ	j a m ɨ	None	5117		j a m ɨ	2665
2920	Yaminahua	night	βakiš	βakiš	β a k i ʃ	None	2481		β a - k i ʃ	2668
2921	Yaminahua	night	mã yamɨ-a	mã yamɨ-a	m ã j a m ɨ a	None	2678		m ã + j a m ɨ + - a	2665
3255	Amahuaca	night	yámuu	yámuu	j á/a m ɨɨ	None	5117		j á/a m ɨɨ	2665
4105	Capanahua	night	yame	yame	j a m ɨ	None	5117		j a m ɨ	2665
4686	Moseten	night	c̷edʸẽ'dʸeʔ	c̷edʸẽ'dʸeʔ	ts e dʲ e dʲ e.ʔ	None	4480		ts e dʲ e + dʲ e.ʔ	2673
4687	Movima	night	i-mai-ni	i-mai-ni	i m ai n i	None	2644		i + m ai + n i	2674
5348	Matses	night	inʈʂëʂ	inʈʂëʂ	i n ʈʂ ɨ ʂ	None	1599		i n ʈʂ ɨ ʂ	2672
5825	Sharanahua	night	yamu	yamu	j a m ɨ	None	5117		j a m ɨ	2665
6825	Isconahua	night	bakish	bakish	β a k i ʃ	None	2481		β a - k i ʃ	2668
7683	Chipaya	night	weena	weena	w eː n a	None	2642		w eː n a	2669
8069	Cavinena	night	apuna, chine, meta	apuna	a p u n a	None	2488		a p u + n a	2667
8070	Cavinena	night	apuna, chine, meta	chine	tʃ i n e	None	2641		tʃ i n e	2671
8071	Cavinena	night	apuna, chine, meta	meta	m e t a	None	607		m e t a	2670
8553	Tacana	night	dhidha	dhidha	ð i ð a	None	2627		ð i ð a	2666
9419	Tsimane	night	yomo’	yomo’	j o m o.ʔ	None	5117		j o m o.ʔ	2665
9454	Chacobo	night	baquicha	baquicha	β a k i tʃ a	None	2482		β a - k i - + tʃ a	2668
10157	Araona	night	sisa	sisa	s i s a	None	2627		s i s a	2666
10226	Kaxarari	night	yamɨˈta	yamɨˈta	j a m ɨ t a	None	5119		j a m ɨ + t a	2665
520	EseEjja	no	-ama	-ama	a m a	None	5131		- a m a - - -	2675
942	HuarayoEseEjja	no	pahaa	pahaa	p a h a a	None	5137		p a h a a	2677
943	HuarayoEseEjja	no	mia	mia	m i a	None	5131		- - m i - a -	2675
1368	Cashibo	no	-ma	-ma	m a	None	5235		m a	2675
1826	Catuquina	no	-yama-	-yama-	j a m a	None	5131		j a m a - - -	2675
2460	ShipiboConibo	no	-ma	-ma	m a	None	5235		m a	2675
2461	ShipiboConibo	no	-yama	-yama	j a m a	None	5131		j a m a - - -	2675
2991	Yaminahua	no	ma	ma	m a	None	5235		m a	2675
3281	Amahuaca	no	máqui, jiyá	máqui	m á/a k i	None	3648		m á/a k i	2675
3282	Amahuaca	no	máqui, jiyá	jiyá	h i j á/a	None	2918		h i j á/a	2675
3732	Capanahua	no	ma	ma	m a	None	5235		m a	2675
4688	Moseten	no	'ham	'ham	h a m	None	5131		h a m	2679
4689	Movima	no	ka-ʔi	ka-ʔi	k a ʔ i	None	5139		k a + ʔ i	2677
5549	Matses	no	padenquio	padenquio	p a d e n k i o	None	5138		p a d e n k i o	2678
6099	Sharanahua	no	ma	ma	m a	None	5235		m a	2675
6407	Kakataibo	no	ama	ama	a m a	None	5131		- a m a - - -	2675
6826	Isconahua	no	aimai	aimai	ai m ai	None	5131		- ai m ai - - -	2675
6827	Isconahua	no	aimakin	aimakin	ai m a k i n	None	5134		- ai m a - - - + k i n	2675
7294	Chipaya	no	ana	ana	a n a	None	5136		a n a	2676
8061	Cavinena	no	ama	ama	a m a	None	5131		- a m a - - -	2675
8715	Tacana	no	mahue	mahue	m a w e	None	3646		m a w e	2675
9122	Tsimane	no	jedye’dye	jedye’dye	h e dʲ e.ʔ dʲ e	None	5140		h e + dʲ e.ʔ + dʲ e	2680
9838	Chacobo	no	yama	yama	j a m a	None	5131		j a m a - - -	2675
10096	Araona	no	máesa	máesa	m á/a e s a	None	3647		m á/a e s a	2675
10262	Kaxarari	no	-ma	-ma	m a	None	5235		m a	2675
10263	Kaxarari	no	maʔa	maʔa	m a ʔ a	None	5131		- - m a ʔ a -	2675
151	EseEjja	nose	e'wiʔ	e'wiʔ	w i.ʔ	None	4684		w i ʔ	2682
1074	Cashibo	nose	rɨ'kĩ	rɨ'kĩ	r ɨ k ĩ	None	3149		r ɨ + k ĩ ( - )	2681
1510	Catuquina	nose	rɨkĩ	rɨkĩ	r ɨ k ĩ	None	3149		r ɨ + k ĩ ( - )	2681
2012	ShipiboConibo	nose	rɨ-kĩ	rɨ-kĩ	r ɨ k ĩ	None	3149		r ɨ + k ĩ ( - )	2681
2013	ShipiboConibo	nose	rɨ-	rɨ-	r ɨ	None	3143		r ɨ	2681
2630	Yaminahua	nose	rɨ-čoko	rɨ-čoko	r ɨ tʃ o k o	None	3152		r ɨ + tʃ o k o	2681
3245	Amahuaca	nose	rúquin	rúquin	r ɨ k i n	None	3149		r ɨ + k i ( n )	2681
3954	Capanahua	nose	requin	requin	r ɨ	None	3143		r ɨ	2681
4690	Moseten	nose	'hoi	'hoi	h o i	None	5143		h o i	2685
4691	Movima	nose	ɓači-kʷa	ɓači-kʷa	ɓ a tʃ i kʷ a	None	5096		ɓ a tʃ i + kʷ a	2681
5349	Matses	nose	dëbiate	dëbiate	d ɨ b i.a t e	None	4585		d ɨ b i.a + t e	2684
5826	Sharanahua	nose	ruchoco	ruchoco	r ɨ tʃ u k u	None	3152		r ɨ + tʃ u k u	2681
6408	Kakataibo	nose	rëkin	rëkin	ɾ ɨ k i n	None	3149		ɾ ɨ + k i ( n )	2681
6828	Isconahua	nose	renkin	renkin	ɾ ɨ n k i n	None	3150		ɾ ɨ + n k i ( n )	2681
7493	Chipaya	nose	oza	oza	o z a	None	5043		o z a	2683
8045	Cavinena	nose	-wikani	-wikani	w i k a n i	None	3148		w i + k a + n i	2682
8582	Tacana	nose	e-hui	e-hui	w i	None	3143		w i	2682
9166	Tsimane	nose	júij	júij	h ɨ̃ i.h	None	5143		h ɨ̃ i.h	2685
9768	Chacobo	nose	rëxaqui	rëxaqui	r ɨ ʂ a k i	None	3151		r ɨ + ʂ a + k i	2681
9985	Araona	nose	ehui	ehui	w i	None	3143		w i	2682
3263	Amahuaca	not	jiyá, yamá	jiyá	h i j á/a	None	2918		h i j á/a	2686
3264	Amahuaca	not	jiyá, yamá	yamá	j a m á/a	None	5131		j a m á/a - - -	2686
3731	Capanahua	not	ma	ma	m a	None	5235		m a	2686
6986	Kakataibo	not	ama	ama	a m a	None	5131		- a m a - - -	2686
7101	Matses	not	pada	pada	p a d a	None	5137		p a d - a	2688
7152	Sharanahua	not	ma	ma	m a	None	5235		m a	2686
7192	Chipaya	not	ana	ana	a n a	None	5136		a n a	2687
7752	Isconahua	not	aimai	aimai	ai m ai	None	5131		- ai m ai - - -	2686
7852	Tacana	not	mahue	mahue	m a w e	None	3646		m a w e	2686
7936	Chacobo	not	yama, ma	yama	j a m a	None	5131		j a m a - - -	2686
7937	Chacobo	not	yama, ma	ma	m a	None	5235		m a	2686
7983	Araona	not	mi	mi	m i	None	5131		- - m i - - -	2686
9184	Tsimane	not	mijam	mijam	m i h a m	None	5131		m i h a m	2689
437	EseEjja	now	xeya-wa	xeya-wa	x e j a w a	None	5153		x e j - - a + w a - -	2694
881	HuarayoEseEjja	now	xeya-wa	xeya-wa	x e j a w a	None	5153		x e j - - a + w a - -	2694
1308	Cashibo	now	βɨ'ri	βɨ'ri	β ɨ r i	None	5151		β ɨ r i	2693
1762	Catuquina	now	rama	rama	r a m a	None	5152		r a - m a	2692
2359	ShipiboConibo	now	rama	rama	r a m a	None	5152		r a - m a	2692
2915	Yaminahua	now	iskaratĩa	iskaratĩa	i s k a r a t ĩ a	None	5159		i s k a r a t ĩ a	2699
3317	Amahuaca	now	canón	canón	k a n ó/o n	None	3675		k a n ó/o n	2690
3733	Capanahua	now	ma, rahma, sca	ma	m a	None	5235		m a	2692
3734	Capanahua	now	ma, rahma, sca	rahma	r a.ʔ m a	None	5152		r a ʔ m a	2692
3735	Capanahua	now	ma, rahma, sca	sca	s k a	None	2603		s k a	2701
4692	Moseten	now	khin	khin	kʰ i n	None	5147		kʰ i n	2690
4693	Movima	now	al-ka-βa	al-ka-βa	a l k a β a	None	1213		a l + k a + β a	2698
5350	Matses	now	nëbi	nëbi	n ɨ b i	None	2295		n ɨ b i	2697
5827	Sharanahua	now	man	man	m a n	None	5150		m a n	2692
5828	Sharanahua	now	nantian	nantian	n a n t i a n	None	5155		n a n t i a n	2700
6409	Kakataibo	now	bërí	bërí	β̞ ɨ ɾ i	None	5151		β̞ ɨ ɾ i	2693
7295	Chipaya	now	anzi, anchha	anzi	a n z i	None	2602		a n z i	2696
7296	Chipaya	now	anzi, anchha	anchha	a n tʃʰ a	None	2601		a n tʃʰ a	2700
8194	Cavinena	now	iyaja, riyakama	iyaja	i j a h a	None	5153		- i j a h a	2694
8195	Cavinena	now	iyaja, riyakama	riyakama	r i j a k a m a	None	5160		r i j a k a m a	2694
8706	Tacana	now	jiahue	jiahue	h i a w e	None	5156		h i a w e	2694
9588	Chacobo	now	jaboqui	jaboqui	h a β o k i	None	5154		h a β o k i	2695
9917	Araona	now	bedada	bedada	b e d a d a	None	5149		b e d a d a	2691
435	EseEjja	old	-tii	-tii	t i.i	None	5168		t i.i -	2703
436	EseEjja	old	-čii	-čii	tʃ i.i	None	5168		tʃ i.i -	2703
880	HuarayoEseEjja	old	e-čii	e-čii	tʃ i.i	None	5168		tʃ i.i -	2703
1307	Cashibo	old	ṣ̌ɨni	ṣ̌ɨni	ʂ ɨ n i	None	5162		ʂ ɨ n i	2702
1761	Catuquina	old	šɨni-ra	šɨni-ra	ʂ ɨ n i r a	None	5165		ʂ ɨ n i + r a	2702
2356	ShipiboConibo	old	yosi	yosi	j o s i	None	5171		j o s i	2706
2357	ShipiboConibo	old	payo	payo	p a j o	None	5642		p a j o	2706
2358	ShipiboConibo	old	yosi-šoko	yosi-šoko	j o s i ʃ o k o	None	5174		j o s i + ʃ o k o	2706
2914	Yaminahua	old	ṣ̌ini	ṣ̌ini	ʂ i n i	None	5162		ʂ i n i	2702
3252	Amahuaca	old	xuní	xuní	ʂ ɨ n í/i	None	5162		ʂ ɨ n í/i	2702
4082	Capanahua	old	xeni, paxte	xeni	ʂ ɨ n i	None	5162		ʂ ɨ n i	2702
4083	Capanahua	old	xeni, paxte	paxte	p a ʂ t ɨ	None	2587		p a ʂ t ɨ	2708
4694	Moseten	old	'išo	'išo	i ʃ o	None	5194		i ʃ o	2702
