ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGID	AUTOCOGID
7118	Matses	inside	nuntan	nuntan	n u n t a n	None	1841	2078
7571	Chipaya	inside	qhuyl(a)-tan	qhuyl-tan	qʰ u j l t a n	None	3939	2075
8161	Cavinena	inside	eduku	eduku	d u k u	None	1838	2073
8655	Tacana	inside	e-dume su	e-dume su	d u m e s u	None	1837	2071
8921	Tsimane	inside	-ĉan	-ĉan	kʰ a n	None	1840	2079
9843	Chacobo	inside	xara, xërëquë	xara	ʂ a r a	None	1835	2074
9844	Chacobo	inside	xara, xërëquë	xërëquë	ʂ ɨ r ɨ k ɨ	None	1839	2074
10014	Araona	inside	emeo	emeo	m e o	None	3935	2071
145	EseEjja	jaw	e-šemo-saʔ	e-šemo-saʔ	ʃ e m o s a ʔ	None	4067	2083
663	HuarayoEseEjja	jaw	e-šemo-sa	e-šemo-sa	ʃ e m o s a	None	4067	2083
1069	Cashibo	jaw	kʷɨtatu	kʷɨtatu	kʷ ɨ t a t u	None	4354	2082
1505	Catuquina	jaw	koi	koi	k o i	None	4460	2080
2005	ShipiboConibo	jaw	koi	koi	k o i	None	4460	2080
2628	Yaminahua	jaw	kõti ṣ̌ao	kõti ṣ̌ao	k õ t i ʂ a o	None	4461	2080
3165	Amahuaca	jaw	cóvii	cóvii	k ó/o β i i	None	4462	2080
4033	Capanahua	jaw	tetao xao, coi xao	tetao xao	t ɨ t a o ʂ a o	None	4224	2080
4034	Capanahua	jaw	tetao xao, coi xao	coi xao	k o i ʂ a o	None	4461	2080
4573	Moseten	jaw	be'kaʔ	be'kaʔ	b e k a.ʔ	None	3946	2084
4574	Movima	jaw	kʷinto-nun	kʷinto-nun	kʷ i n t o n u n	None	4594	2085
5294	Matses	jaw	quiate	quiate	k i.a t e	None	4330	2082
5295	Matses	jaw	cuichedcate	cuichedcate	kʷ i tʃ e d k a t e	None	4341	2082
8593	Tacana	jaw	e-d’ahui	e-d’ahui	ɽ a w i	None	3945	2081
9013	Tsimane	jaw	chijcaja’	chijcaja’	tʃ i h k a h a.ʔ	None	4238	2086
10219	Araona	jaw	zahui	zahui	ɽ a w i	None	3945	2081
10268	Kaxarari	jaw	kɨniˈma	kɨniˈma	k ɨ n i m a	None	4347	2080
385	EseEjja	join	xačičaki-	xačičaki-	x a tʃ i tʃ a k i	None	1912	2090
386	EseEjja	join	xačipi	xačipi	x a tʃ i p i	None	1913	2095
845	HuarayoEseEjja	join	čiča-kwe	čiča-kwe	tʃ i tʃ a	None	1912	2087
1273	Cashibo	join	rɨčio-ti	rɨčio-ti	r ɨ tʃ io t i	None	0	2087
1721	Catuquina	join	tašna-	tašna-	t a ʂ n a	None	3949	2088
2301	ShipiboConibo	join	sɨtɨti	sɨtɨti	s ɨ t ɨ t i	None	0	2087
2302	ShipiboConibo	join	c̷ĩkiti	c̷ĩkiti	ts ĩ k i t i	None	3522	2087
2870	Yaminahua	join	iča-βa-kĩ	iča-βa-kĩ	i tʃ a β a k ĩ	None	3134	2090
3448	Amahuaca	join	rúchiquín	rúchiquín	r ɨ tʃ i	None	3947	2087
3686	Capanahua	join	hueichi	hueichi	w ɨi tʃ i	None	3948	2087
4575	Moseten	join	'kœčbanʔ	'kœčbanʔ	k ɨ tʃ b a n.ʔ	None	3951	2092
4576	Movima	join	in̉-na	in̉-na	i p ʔⁿ n a	None	0	2093
5296	Matses	join	tsinac	tsinac	ts i n a k	None	3950	2091
5774	Sharanahua	join	ichahuai	ichahuai	i tʃ a w a i	None	3129	2090
5775	Sharanahua	join	topi	topi	t u p i	None	3521	2095
6348	Kakataibo	join	rëchioti	rëchioti	ɾ ɨ tʃ iɤ t i	None	0	2087
6349	Kakataibo	join	timëti	timëti	t i m ɨ t i	None	1915	2087
7606	Chipaya	join	t’ej-z	t’ej-z	tˀ e x	None	1914	2089
9270	Tsimane	join	poćhen’yi	poćhen’yi	p o tʃʰ e n.ʔ j i	None	0	2094
9534	Chacobo	join	catihaina	catihaina	k a t i	None	1911	2087
333	EseEjja	jump	towa-nahe	towa-nahe	t o w a	None	1627	2102
334	EseEjja	jump	ɓa'esowa-nahe	ɓa'esowa-nahe	ɓ a e s o w a	None	1231	2102
808	HuarayoEseEjja	jump	sowaa-kwe	sowaa-kwe	s o w a.a	None	3644	2102
1236	Cashibo	jump	ma'ča-ti	ma'ča-ti	m a tʃ a t i	None	0	2096
1673	Catuquina	jump	niʔi-pakɨ-t-	niʔi-pakɨ-t-	n i ʔ i p a k ɨ t	None	3954	2099
2234	ShipiboConibo	jump	čorõti	čorõti	tʃ o r õ t i	None	3956	2103
2824	Yaminahua	jump	ičotiri iki	ičotiri iki	i tʃ o t i r i i k i	None	3957	2103
3470	Amahuaca	jump	cáshtiihí, póhqui	cáshtiihí	k á/a ʃ t i.i	None	3952	2096
3471	Amahuaca	jump	cáshtiihí, póhqui	póhqui	p ó/o ʔ k i	None	1620	2106
3604	Capanahua	jump	cayahi, cashtiti	cayahi	k a j a ʔ i	None	1661	2098
3605	Capanahua	jump	cayahi, cashtiti	cashtiti	k a ʃ t i t i	None	0	2096
4577	Moseten	jump	roiʔ'yiʔ	roiʔ'yiʔ	r o i.ʔ j i.ʔ	None	3962	2104
4578	Movima	jump	ɗes-čeɬ	ɗes-čeɬ	ɗ e s tʃ e ɬ	None	0	2105
5297	Matses	jump	pudun	pudun	p u d u n	None	1618	2097
5776	Sharanahua	jump	fiashiqui	fiashiqui	β i a ʃ i k i	None	0	2100
5777	Sharanahua	jump	taishiqui	taishiqui	t a i ʃ i k i	None	0	2100
6350	Kakataibo	jump	chirinti	chirinti	tʃ i ɾ i n t i	None	3956	2103
6351	Kakataibo	jump	churunti	churunti	tʃ ɯ ɾ ɯ n t i	None	3956	2103
7463	Chipaya	jump	lay-z, thunki-z	lay-z	l a j	None	3413	2101
7464	Chipaya	jump	lay-z, thunki-z	thunki-z	tʰ u n k i	None	1619	2106
7831	Isconahua	jump	tirin tirin ik	tirin tirin ik	t i ɾ i n t i ɾ i n i k	None	3959	2103
8825	Tacana	jump	tenatsua, biatena	tenatsua	t e n a ts u a	None	3953	2097
8826	Tacana	jump	tenatsua, biatena	biatena	b i a t e n a	None	1617	2097
9296	Tsimane	jump	roi’jeyaqui	roi’jeyaqui	r o i.ʔ	None	3962	2104
9507	Chacobo	jump	biisihaina	biisihaina	β i i s i	None	3955	2100
10188	Araona	jump	tena	tena	t e n a	None	3953	2097
189	EseEjja	kidney	e-ɓetete	e-ɓetete	ɓ e t e t e	None	3971	2113
695	HuarayoEseEjja	kidney	e-yopi	e-yopi	j o p i	None	3972	2114
1102	Cashibo	kidney	ta'kʷɨṣ̌	ta'kʷɨṣ̌	t a kʷ ɨ ʂ	None	3966	2107
1542	Catuquina	kidney	wašpã	wašpã	w a ʂ p ã	None	3967	2110
2058	ShipiboConibo	kidney	karɨko	karɨko	k a r ɨ k o	None	334	2111
2666	Yaminahua	kidney	sĩo	sĩo	s ĩ o	None	339	2118
3095	Amahuaca	kidney	taunxcó	taunxcó	t a ɨ n ʂ k ó/o	None	324	2107
3725	Capanahua	kidney	jison borasa, jeoxco	jison borasa	h i s o n β o r a s a	None	3965	2109
3726	Capanahua	kidney	jison borasa, jeoxco	jeoxco	h ɨ o ʂ k o	None	327	2107
4579	Moseten	kidney	kain-'dʸe	kain-'dʸe	k a i n dʲ e	None	0	2111
4580	Movima	kidney	torin-ɗi	torin-ɗi	t o r i n ɗ i	None	3974	2116
5298	Matses	kidney	naëʂ	naëʂ	n a ɨ ʂ	None	3973	2115
6352	Kakataibo	kidney	chitëxkë	chitëxkë	tʃ i t ɨ ʂ k ɨ	None	3963	2107
6794	Isconahua	kidney	kaonhko	kaonhko	k a o n h k o	None	3969	2107
7150	Sharanahua	kidney	carata	carata	k a r a t a	None	334	2111
7756	Chipaya	kidney	zkozi	zkozi	z k o z i	None	3970	2112
8172	Cavinena	kidney	epekaka	epekaka	p e k a k a	None	3968	2108
8619	Tacana	kidney	e-paidhudu, muru-muru-ji	e-paidhudu	p a i ð u d u	None	335	2117
8620	Tacana	kidney	e-paidhudu, muru-muru-ji	muru-muru-ji	m u ɾ u m u ɾ u h i	None	3976	2119
8974	Tsimane	kidney	ca’idye’	ca’idye’	k a.ʔ i dʲ e.ʔ	None	0	2111
9535	Chacobo	kidney	catoco	catoco	k a t o k o	None	3969	2111
10154	Araona	kidney	péjaja	péjaja	p é/e h a h a	None	3964	2108
211	EseEjja	kill	kekʷa-	kekʷa-	k e kʷ a	None	5335	2125
714	HuarayoEseEjja	kill	kekwa-kwe	kekwa-kwe	k e kʷ a	None	5335	2125
1119	Cashibo	kill	rɨ-ti	rɨ-ti	r ɨ t i	None	3978	2120
1564	Catuquina	kill	βopi-ma-	βopi-ma-	β o p i m a	None	3981	2122
2090	ShipiboConibo	kill	rɨtɨ-ti	rɨtɨ-ti	r ɨ t ɨ t i	None	3978	2120
2693	Yaminahua	kill	rɨtɨ-kĩ	rɨtɨ-kĩ	r ɨ t ɨ k ĩ	None	3978	2120
3349	Amahuaca	kill	rútuquín	rútuquín	r ɨ t ɨ	None	3978	2120
3962	Capanahua	kill	rehtequin, hahquin	rehtequin	r ɨ ʔ t ɨ	None	3978	2120
3963	Capanahua	kill	rehtequin, hahquin	hahquin	ʔ a ʔ	None	985	2132
4581	Moseten	kill	i'hai	i'hai	i h a i	None	0	2129
4582	Moseten	kill	i'hak-si	i'hak-si	i h a k s i	None	0	2129
4583	Movima	kill	tikoi-na	tikoi-na	t i k o i n a	None	0	2130
5299	Matses	kill	cuessunne	cuessunne	kʷ e s s u n n e	None	3983	2128
5300	Matses	kill	uënësua	uënësua	u ɨ n ɨ s u a	None	2774	2133
5778	Sharanahua	kill	rutui	rutui	r ɨ t ɨ i	None	3978	2120
6353	Kakataibo	kill	kënkati	kënkati	k ɨ n k a t i	None	1004	2127
6354	Kakataibo	kill	rëti	rëti	ɾ ɨ t i	None	3978	2120
6795	Isconahua	kill	mare	mare	m a ɾ ɨ	None	994	2126
7451	Chipaya	kill	kon-z	kon-z	k o n	None	982	2125
8214	Cavinena	kill	iye	iye	i j e	None	3982	2123
8734	Tacana	kill	manu-a-me	manu-a-me	m a n u a m e	None	2318	2131
9107	Tsimane	kill	ijaqui, nä’ivaqui	ijaqui	i h a	None	3980	2129
9108	Tsimane	kill	ijaqui, nä’ivaqui	nä’ivaqui	n ə.ʔ i ʋ	None	3984	2134
9450	Chacobo	kill	acaina	acaina	a	None	0	2124
10061	Araona	kill	ishe	ishe	i ʃ e	None	992	2121
171	EseEjja	knee	e-kʷio-šaxa	e-kʷio-šaxa	kʷ i o ʃ a x a	None	5372	2139
684	HuarayoEseEjja	knee	e-kwiʔo	e-kwiʔo	kʷ i ʔ o	None	5371	2140
1092	Cashibo	knee	rãβoṣ̌o	rãβoṣ̌o	r ã β o ʂ o	None	5365	2135
1530	Catuquina	knee	raβošo	raβošo	r a β o ʂ o	None	5365	2135
2041	ShipiboConibo	knee	rã-βoṣ̌o	rã-βoṣ̌o	r ã β o ʂ o	None	5365	2135
2042	ShipiboConibo	knee	rã-tõko	rã-tõko	r ã t õ k o	None	5366	2135
2043	ShipiboConibo	knee	rã-	rã-	r ã	None	5361	2135
2653	Yaminahua	knee	ratoko	ratoko	r a t o k o	None	5366	2135
3320	Amahuaca	knee	rántoncónon	rántoncónon	r á/a n t o n k ó/o n o n	None	5367	2135
3948	Capanahua	knee	raboxo	raboxo	r a β o ʂ o	None	5365	2135
4584	Moseten	knee	kaš	kaš	k a ʃ	None	5303	2140
4585	Moseten	knee	kaaš	kaaš	k a a ʃ	None	5303	2140
4586	Movima	knee	ɓamo-kʷa	ɓamo-kʷa	ɓ a m o kʷ a	None	1066	2142
5301	Matses	knee	dannëʂ	dannëʂ	d a n n ɨ ʂ	None	5221	2141
5779	Sharanahua	knee	ratoco	ratoco	r a t u k u	None	5366	2135
6355	Kakataibo	knee	ranbuxu	ranbuxu	ɾ a n β̞ ɯ ʂ ɯ	None	5365	2135
7509	Chipaya	knee	owa	owa	o w a	None	3988	2138
8159	Cavinena	knee	edanaka	edanaka	d a n a k a	None	5222	2137
8612	Tacana	knee	e-madachua	e-madachua	m a d a tʃ u a	None	3987	2143
8992	Tsimane	knee	cas	cas	k a s	None	5303	2140
9781	Chacobo	knee	rapoto	rapoto	r a p o t o	None	5369	2135
9994	Araona	knee	eadai	eadai	e a d a i	None	3987	2136
10269	Kaxarari	knee	tʃɐ̃buˈɾu	tʃɐ̃buˈɾu	tʃ ɐ̃ b u ɾ u	None	3989	2135
3041	Amahuaca	kneel	rámuncóhohí	rámuncóhohí	r á/a m ɨ n k ó/o ʔ o	None	3994	2144
4044	Capanahua	kneel	tisquihihpaqueti	tisquihihpaqueti	t i s k i ʔ i ʔ p a k ɨ t i	None	682	2145
4587	Moseten	kneel	yœc̷iʔi	yœc̷iʔi	j ɨ ts i.ʔ i	None	3998	2148
4588	Movima	kneel	en-či-na-mo	en-či-na-mo	e n tʃ i n a m o	None	4000	2149
5780	Sharanahua	kneel	ratoconun mai chachi	ratoconun mai chachi	r a t u k u n ɨ n m a i tʃ a tʃ i	None	5368	2150
6356	Kakataibo	kneel	rantipurunti	rantipurunti	ɾ a n t i p ɯ ɾ ɯ n t i	None	5363	2145
7449	Chipaya	kneel	kill-z	kill-z	k i ʎ	None	3997	2147
7929	Chacobo	kneel	mënihaina	mënihaina	m ɨ n i	None	2570	2146
8859	Tacana	kneel	tururu	tururu	t u ɾ u ɾ u	None	4001	2151
8880	Cashibo	kneel	rantipu'run-ti	rantipu'run-ti	r a n t i p u r u n t i	None	5363	2145
8896	Catuquina	kneel	rãti_pakɨ-t-	rãti_pakɨ-t-	r ã t i p a k ɨ t	None	5364	2145
9085	Tsimane	kneel	dyútsjeyaqui	dyútsjeyaqui	dʲ ɨ̃ ts	None	3996	2152
517	EseEjja	know (something)	ɓa-nahe	ɓa-nahe	ɓ a	None	5208	2154
1365	Cashibo	know (something)	ʔo'nã-ti	ʔo'nã-ti	ʔ o n ã t i	None	0	2153
1822	Catuquina	know (something)	tana-	tana-	t a n a	None	3182	2153
2458	ShipiboConibo	know (something)	onãti	onãti	o n ã t i	None	0	2153
2990	Yaminahua	know (something)	tãpi-kĩ	tãpi-kĩ	t ã p i k ĩ	None	0	2159
3343	Amahuaca	know (something)	hónanhí	hónanhí	ʔ ó/o n a.n	None	4003	2153
3667	Capanahua	know (something)	honanquin	honanquin	ʔ o n a.n	None	4003	2153
4589	Moseten	know (something)	tči'yæ	tči'yæ	tʃ i j ə	None	3184	2157
4590	Movima	know (something)	o-na-ra-na	o-na-ra-na	o n a r a n a	None	4008	2158
5302	Matses	know (something)	tantia	tantia	t a n t i a	None	3183	2153
5781	Sharanahua	know (something)	tapin	tapin	t a p i n	None	4005	2159
6357	Kakataibo	know (something)	'unánti	'unánti	ʔ ɯ n a.n t i	None	0	2153
6796	Isconahua	know (something)	onain	onain	o n ai.n	None	4003	2153
7753	Chipaya	know (something)	ziz-z	ziz-z	z i z	None	4007	2156
8070	Cavinena	know (something)	adeba, bawe ju-	adeba	a d e b a	None	4985	2154
8071	Cavinena	know (something)	adeba, bawe ju-	bawe ju-	b a w e h u	None	5210	2154
8490	Tacana	know (something)	bahue	bahue	b a w e	None	5209	2154
9012	Tsimane	know (something)	chij	chij	tʃ i h	None	4236	2157
9521	Chacobo	know (something)	cahëhaina	cahëhaina	k a ʔ ɨ	None	4006	2155
9910	Araona	know (something)	ba	ba	b a	None	5208	2154
6	EseEjja	lake	ɓai	ɓai	ɓ a i	None	4010	2161
568	HuarayoEseEjja	lake	bai	bai	b a i	None	4010	2161
966	Cashibo	lake	ʔi'ã	ʔi'ã	ʔ i ã	None	4011	2160
1404	Catuquina	lake	iã	iã	i ã	None	4011	2160
1869	ShipiboConibo	lake	iã	iã	i ã	None	4011	2160
1870	ShipiboConibo	lake	hɨnɨ	hɨnɨ	h ɨ n ɨ	None	2473	2160
2519	Yaminahua	lake	ĩa	ĩa	ĩ a	None	4011	2160
3110	Amahuaca	lake	hínyanún	hínyanún	ʔ í/i n j a n ɨ n	None	4009	2160
3647	Capanahua	lake	hian	hian	ʔ i a n	None	4011	2160
4591	Movima	lake	pou-lo	pou-lo	p o u l o	None	1685	2163
5303	Matses	lake	chian	chian	tʃ i a n	None	4011	2160
5782	Sharanahua	lake	ian	ian	i a n	None	4011	2160
6358	Kakataibo	lake	'ian	'ian	ʔ i a n	None	4011	2160
6797	Isconahua	lake	ian	ian	i a n	None	4011	2160
7588	Chipaya	lake	quta	quta	q u t a	None	4012	2162
8117	Cavinena	lake	bei	bei	b e i	None	4010	2161
8493	Tacana	lake	bai	bai	b a i	None	4010	2161
9591	Chacobo	lake	ianë	ianë	i a n ɨ	None	4011	2160
9924	Araona	lake	bai	bai	b a i	None	4010	2161
10270	Kaxarari	lake	iaˈnɨ	iaˈnɨ	i a n ɨ	None	4011	2160
541	EseEjja	language	e-sowi	e-sowi	s o w i	None	4020	2168
952	HuarayoEseEjja	language	soi-ho	soi-ho	s o i h o	None	4017	2168
1378	Cashibo	language	βana	βana	β a n a	None	158	2166
1841	Catuquina	language	βana	βana	β a n a	None	158	2166
2486	ShipiboConibo	language	hoi	hoi	h o i	None	4015	2164
3011	Yaminahua	language	mɨka	mɨka	m ɨ k a	None	2875	2173
3302	Amahuaca	language	jóvi	jóvi	h ó/o β i	None	4015	2164
3733	Capanahua	language	joi	joi	h o i	None	4015	2164
4592	Moseten	language	peyak-'dʸe	peyak-'dʸe	p e j a k dʲ e	None	0	2170
4593	Movima	language	al-wani-wanas	al-wani-wanas	a l w a n i w a n a s	None	1115	2171
5304	Matses	language	onquete	onquete	o n k e t e	None	4021	2169
5783	Sharanahua	language	tsain	tsain	ts a i n	None	4022	2172
6798	Isconahua	language	bana	bana	β a n a	None	158	2166
6799	Isconahua	language	ana	ana	a n a	None	158	2166
7613	Chipaya	language	taqu	taqu	t a q u	None	2874	2167
8017	Cavinena	language	-ana	-ana	a n a	None	158	2166
8744	Tacana	language	mimi cuana	mimi cuana	m i m i kʷ a n a	None	157	2173
9262	Tsimane	language	p̂eyacdye’	p̂eyacdye’	pʰ e j a k dʲ e.ʔ	None	0	2170
9647	Chacobo	language	joi	joi	h o i	None	4015	2164
10085	Araona	language	jejeme	jejeme	h e h e m e	None	4019	2165
492	EseEjja	laugh	soa-	soa-	s oa	None	4024	2177
927	HuarayoEseEjja	laugh	sa-kwe	sa-kwe	s a	None	4024	2177
1348	Cashibo	laugh	ʔo'sã	ʔo'sã	ʔ o s ã	None	4025	2177
1810	Catuquina	laugh	osã-	osã-	o s ã	None	4025	2177
2435	ShipiboConibo	laugh	osã-ti	osã-ti	o s ã t i	None	0	2177
2971	Yaminahua	laugh	βic̷a-kĩ	βic̷a-kĩ	β i ts a k ĩ	None	0	2176
2972	Yaminahua	laugh	õsa-kĩ	õsa-kĩ	õ s a k ĩ	None	0	2177
3315	Amahuaca	laugh	múcahí	múcahí	m ɨ k a	None	622	2174
3572	Capanahua	laugh	bitsati	bitsati	β i ts a t i	None	0	2176
4596	Moseten	laugh	dʸi'si	dʸi'si	dʲ i s i	None	4025	2178
4597	Movima	laugh	ho-si-čeɬ	ho-si-čeɬ	h o s i tʃ e ɬ	None	3044	2177
5305	Matses	laugh	mamën	mamën	m a m ɨ n	None	4027	2180
6041	Sharanahua	laugh	osain	osain	u s a i n	None	4026	2177
6042	Sharanahua	laugh	shuchi	shuchi	ʃ ɨ tʃ i	None	3052	2177
6359	Kakataibo	laugh	rinti	rinti	ɾ i n t i	None	0	2179
6800	Isconahua	laugh	bitsai	bitsai	β i ts a i	None	0	2176
7625	Chipaya	laugh	thaz-z	thaz-z	tʰ a z	None	3049	2178
8416	Cavinena	laugh	tsaa-	tsaa-	ts aa	None	4024	2177
8715	Tacana	laugh	jaid’ebati	jaid’ebati	h a i ɽ e b a t i	None	3042	2175
9122	Tsimane	laugh	jäjä’yi’, dyisi	jäjä’yi’	h ə h ə.ʔ j i.ʔ	None	4028	2181
9123	Tsimane	laugh	jäjä’yi’, dyisi	dyisi	dʲ i s i	None	4025	2178
9729	Chacobo	laugh	osahaina	osahaina	o s a	None	4025	2177
10066	Araona	laugh	izibati	izibati	i ɽ i b a t i	None	0	2175
222	EseEjja	lazy	-wea	-wea	w e a	None	4033	2185
721	HuarayoEseEjja	lazy	kia-mano	kia-mano	k i a m a n o	None	4032	2186
1132	Cashibo	lazy	či'kiš-ti	či'kiš-ti	tʃ i k i ʃ t i	None	0	2183
1574	Catuquina	lazy	ṣ̌ikič-	ṣ̌ikič-	tʃ i k i ʃ	None	4030	2183
2704	Yaminahua	lazy	ṣ̌ani	ṣ̌ani	ʂ a n i	None	2501	2190
3405	Amahuaca	lazy	yonotíma	yonotíma	j o n o t í/i m a	None	4029	2182
3614	Capanahua	lazy	chiquish, queyoyosma	chiquish	tʃ i k i ʃ	None	4030	2183
3615	Capanahua	lazy	chiquish, queyoyosma	queyoyosma	k ɨ j o j o s m a	None	4036	2182
4598	Moseten	lazy	to'oč	to'oč	t o o tʃ	None	0	2188
4599	Movima	lazy	kʷayi-ma	kʷayi-ma	kʷ a j i m a	None	1086	2189
5306	Matses	lazy	maid	maid	m e d	None	4034	2187
5784	Sharanahua	lazy	shosha	shosha	ʃ u ʃ a	None	1083	2190
5785	Sharanahua	lazy	shani	shani	ʃ a n i	None	2501	2190
6360	Kakataibo	lazy	chikish	chikish	tʃ i k i ʃ	None	4030	2183
6361	Kakataibo	lazy	punsën	punsën	p ɯ n s ɨ n	None	4037	2190
6801	Isconahua	lazy	chikish	chikish	tʃ i k i ʃ	None	4030	2183
6802	Isconahua	lazy	honhan	honhan	h o n h a n	None	4037	2190
8150	Cavinena	lazy	dyai	dyai	dʲ ai	None	1085	2184
8503	Tacana	lazy	bei	bei	b e i	None	4035	2191
9553	Chacobo	lazy	chiquish-xëni	chiquish-xëni	tʃ i k i ʃ ʂ ɨ n i	None	4031	2183
282	EseEjja	leaf	iɲa	iɲa	i ɲ a	None	102	2193
772	HuarayoEseEjja	leaf	akwi ʔiɲa	akwi ʔiɲa	a kʷ i ʔ i ɲ a	None	603	2193
1195	Cashibo	leaf	pɨi	pɨi	p ɨ i	None	2777	2192
1196	Cashibo	leaf	pɨči	pɨči	p ɨ tʃ i	None	2781	2192
1632	Catuquina	leaf	pɨʔi	pɨʔi	p ɨ ʔ i	None	2777	2192
2175	ShipiboConibo	leaf	pɨi	pɨi	p ɨ i	None	2777	2192
2771	Yaminahua	leaf	pɨi	pɨi	p ɨ i	None	2777	2192
3111	Amahuaca	leaf	púhi	púhi	p ɨ ʔ i	None	2777	2192
3868	Capanahua	leaf	pehi	pehi	p ɨ ʔ i	None	2777	2192
4600	Moseten	leaf	'šan	'šan	ʃ a n	None	4039	2195
4601	Movima	leaf	loran-kʷa	loran-kʷa	l o r a n kʷ a	None	4041	2196
5307	Matses	leaf	bëpucte	bëpucte	b ɨ p u k t e	None	1383	2194
5308	Matses	leaf	podo	podo	p o d o	None	5057	2192
5786	Sharanahua	leaf	pui	pui	p ɨ i	None	2777	2192
6362	Kakataibo	leaf	pëi	pëi	p ɨ i	None	2777	2192
6803	Isconahua	leaf	pei	pei	p ɨ i	None	2777	2192
7365	Chipaya	leaf	chhañi	chhañi	tʃʰ a ɲ i	None	1382	2193
8029	Cavinena	leaf	-jaki	-jaki	h a k i	None	4038	2193
8604	Tacana	leaf	e-ina	e-ina	i n a	None	102	2193
9313	Tsimane	leaf	shan	shan	ʃ a n	None	4039	2195
9748	Chacobo	leaf	pëhi	pëhi	p ɨ ʔ i	None	2777	2192
9878	Araona	leaf	acui-iña	acui-iña	a kʷ i i ɲ a	None	603	2193
819	HuarayoEseEjja	leave	poti-kwe	poti-kwe	p o t i	None	4042	2201
1246	Cashibo	leave	ɨn-ti	ɨn-ti	ɨ n t i	None	0	2197
1687	Catuquina	leave	ka-	ka-	k a	None	3588	2197
1688	Catuquina	leave	βo-	βo-	β o	None	3594	2205
2246	ShipiboConibo	leave	ka-tã-wɨ	ka-tã-wɨ	k a t ã w ɨ	None	3593	2197
2834	Yaminahua	leave	ka-kĩ	ka-kĩ	k a k ĩ	None	3588	2197
3450	Amahuaca	leave	cáinhí, jóvanhí	cáinhí	k á/a i n	None	3588	2197
3451	Amahuaca	leave	cáinhí, jóvanhí	jóvanhí	h ó/o β a n	None	3594	2202
3589	Capanahua	leave	cahi	cahi	k a ʔ i	None	3588	2197
4503	Moseten	leave	hõ'baɲ	hõ'baɲ	h õ b a ɲ	None	3594	2202
4504	Moseten	leave	hõ'baiʔ	hõ'baiʔ	h õ b ai.ʔ	None	3594	2202
4505	Movima	leave	nan-ɗuʔ-wa	nan-ɗuʔ-wa	n a n ɗ u ʔ w a	None	2643	2203
5309	Matses	leave	puduen	puduen	p u d u e n	None	1689	2201
5787	Sharanahua	leave	cain	cain	k a i n	None	3588	2197
6363	Kakataibo	leave	chikiti	chikiti	tʃ i k i t i	None	1693	2197
6364	Kakataibo	leave	kuaínti	kuaínti	kʷ ai.n t i	None	0	2197
6804	Isconahua	leave	benikain	benikain	β ɨ n i k a i n	None	2647	2197
7684	Chipaya	leave	ul-z	ul-z	u l	None	3626	2200
8209	Cavinena	leave	iya, jaka, shana	iya	i j a	None	4043	2199
8210	Cavinena	leave	iya, jaka, shana	jaka	h a k a	None	2649	2197
8211	Cavinena	leave	iya, jaka, shana	shana	ʃ a n a	None	4045	2207
8535	Tacana	leave	cua	cua	kʷ a	None	4440	2197
9301	Tsimane	leave	sacti, roi’jeyaqui	sacti	s a k t i	None	2644	2204
9302	Tsimane	leave	sacti, roi’jeyaqui	roi’jeyaqui	r o i.ʔ	None	3962	2206
9577	Chacobo	leave	huajahaina	huajahaina	w a h a	None	2646	2197
9940	Araona	leave	beo	beo	b e o	None	2648	2198
398	EseEjja	left	šani	šani	ʃ a n i	None	4049	2209
854	HuarayoEseEjja	left	šani-xe	šani-xe	ʃ a n i	None	4049	2209
1732	Catuquina	left	pɨšmi-ʔo-ʔri	pɨšmi-ʔo-ʔri	p ɨ ʂ m i ʔ o.ʔ r i	None	4050	2208
2312	ShipiboConibo	left	mɨṣ̌kao	mɨṣ̌kao	m ɨ ʂ k a o	None	5168	2214
2313	ShipiboConibo	left	mɨmio	mɨmio	m ɨ m i o	None	5157	2208
2880	Yaminahua	left	mĩškiori	mĩškiori	m ĩ ʃ k i o r i	None	1988	2214
3073	Amahuaca	left	poquíhri	poquíhri	p o k í/i ʔ r i	None	4047	2208
3776	Capanahua	left	memiho	memiho	m ɨ m i ʔ o	None	5158	2208
4602	Moseten	left	'kim	'kim	k i m	None	4054	2212
4603	Movima	left	ho-li	ho-li	h o l i	None	1995	2213
5310	Matses	left	opioc	opioc	o p i o k	None	4053	2211
6043	Sharanahua	left	mushquihuuri	mushquihuuri	m ɨ ʃ k i w ɨ r i	None	5170	2214
6365	Kakataibo	left	mëmiu	mëmiu	m ɨ m i ɯ	None	5158	2208
6805	Isconahua	left	pomio	pomio	p o m i o	None	1990	2208
7761	Chipaya	left	zqhara	zqhara	z qʰ a r a	None	4052	2210
9288	Tsimane	left	q̂uinve	q̂uinve	kʰ i n ʋ e	None	4055	2215
9679	Chacobo	left	mëxojó	mëxojó	m ɨ ʂ o h o	None	5169	2208
10221	Araona	left	zánia bene	zánia bene	ɽ á/a n i a b e n e	None	4048	2209
168	EseEjja	leg	e-kise	e-kise	k i s e	None	5303	2217
169	EseEjja	leg	e-ahoho	e-ahoho	a h o h o	None	4065	2225
682	HuarayoEseEjja	leg	e-'sa	e-'sa	s a	None	491	2220
1090	Cashibo	leg	i'taṣ̌	i'taṣ̌	i t a ʂ	None	4059	2216
